StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month,,
ANDHRA PRADESH,CHITTOOR,0,KHARIF,AGRICULTURE,0,1137,3,ASKED ABOUT THE CONTROL OF LEAF FOLDER,RECOMMENDED TO SPRAY CHLORIPYRIPHOS 2ML/LIT,2009-11-17T19:01:26,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,KHARIF,AGRICULTURE,0,Groundnut (pea nut/mung phalli),3,ASKED ABOUT THE CONTROL OF WHITE FLY,RECOMMENDED FOR THE APPLICATION OF DIMITHOATE 2ML/LTR,2009-11-17T19:47:24,2009,11,,
ANDHRA PRADESH,KRISHNA,0,NA,AGRICULTURE,0,1818,29,ASKED ABOUT THE CONTROL OF BROWNSPOT.,RECOMMENDED TO SPRAY MACOZEB3% WITH UREA,2009-11-18T00:00:00,2009,11,,
ANDHRA PRADESH,PRAKASAM,0,KHARIF,AGRICULTURE,0,Cotton (Kapas),29,ASKED ABOUT FERTILIZER DOSAGE FOR 1 MONTH CROP,RECOMMENDED FOR THE APPLICATION OF N 30KG + K 12KG/ACRE,2009-11-18T00:00:00,2009,11,,
ANDHRA PRADESH,CHITTOOR,0,NA,AGRICULTURE,0,959,29,ASKED ABOUT THE CONTROL OF THRIPS.,RECOMMENDED TO SPRAY DIMETHOATE 2M/LIT,2009-11-18T00:00:00,2009,11,,
ANDHRA PRADESH,KRISHNA,0,KHARIF,AGRICULTURE,0,Others,29,ASKED ABOUT CONTROL OF ANTROCNOSE,RECOMMENDED FOR THE APPLICATION OF COC 3GM/LIT,2009-11-18T00:00:00,2009,11,,
ANDHRA PRADESH,SRIKAKULAM,0,KHARIF,AGRICULTURE,0,Others,Weather,ASKED ABOUT THE WEATHER REPORT,INFORMED AS PER THE PROVIDED DATA,2009-11-18T08:56:42,2009,11,,
ANDHRA PRADESH,EAST GODAVARI,0,KHARIF,HORTICULTURE,0,1268,76,ASKED ABOUT THE CONTROL OF MANGO HOPPER,RECOMMENDED FOR THE APPLIOCATION OF CARBORYL 3GM/LTR,2009-11-18T10:01:11,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,KHARIF,AGRICULTURE,0,Groundnut (pea nut/mung phalli),Weather,ASKED ABOUT THE WEATHER REPORT OF ANANTAPUR,INFORMED AS PER THE PROVIDED INFORMATION,2009-11-18T11:13:35,2009,11,,
ANDHRA PRADESH,GUNTUR,0,KHARIF,AGRICULTURE,0,Cotton (Kapas),3,ASKED ABOUT THE CONTROL OF WHITEFLIES,RECOMMENDED TO SPRAY TRIAZOPHOS 2.5 ML/LIT,2009-11-18T13:12:30,2009,11,,
ANDHRA PRADESH,CHITTOOR,0,KHARIF,HORTICULTURE,0,Citrus,76,ASKED ABOUT THE CONTROL OF MEALY BUG.,RECOMMENDED TO SPRAY MALATHION 3ML/LIT,2009-11-26T11:24:30,2009,11,,
ANDHRA PRADESH,NELLORE,0,KHARIF,AGRICULTURE,0,1137,2,ASKED ABOUT THE CONTROL OF SHEATH ROT,RECOMMENDED TO SPRAY BENOMIL 1 GR/2 LIT,2009-11-26T11:26:09,2009,11,,
ANDHRA PRADESH,NELLORE,0,NA,AGRICULTURE,0,Green Gram (Moong Bean/ Moong),29,ASKED ABOUT THE FERTILIZER APPLICATION.,"RECOMMENDED TO SPRAY 250gm UREA, 500gm SUPERPHOSPHATE, 850gm M.O.P",2009-11-19T00:00:00,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,NA,AGRICULTURE,0,Coriander,29,ASKED ABOUT CONTROL OF IRON DEFICENCEY,RECOMMENDED FOR THE APPLICATION OF ANNABEDI 5GM WITH 1 LEMON SALT/LIT,2009-11-19T00:00:00,2009,11,,
ANDHRA PRADESH,VISAKHAPATNAM,0,NA,AGRICULTURE,0,Linseed (alsi),29,ASKED ABOUT THE VARITIES THAT ARE SUITABLE FOR RABI.,"SUGGESTED TO GO FOR IR-64,SWATHI,SOMASHEELA,POTHANA.",2009-11-19T00:00:00,2009,11,,
ANDHRA PRADESH,CHITTOOR,0,NA,AGRICULTURE,0,Groundnut (pea nut/mung phalli),29,ASKED ABOUT SOWING SEASON,INFORMMED TO THAT SOWING SEASON IS FROM DECEMBER TO JANAVARY,2009-11-19T00:00:00,2009,11,,
ANDHRA PRADESH,KRISHNA,0,NA,AGRICULTURE,0,959,29,ASKED ABOUT CONTROL WHITE FLY,RECOMMENDED FOR THE APPLICATION OF NEEM OIL 0.5ML/LIT,2009-11-19T00:00:00,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,KHARIF,AGRICULTURE,0,1137,2,ASKED ABOUT THE CONTROL OF SHEATH ROT.,RECOMMENDED TO SPRAY CARBENDAZIM @ 1g/lit OF WATER.,2009-11-19T11:55:19,2009,11,,
ANDHRA PRADESH,KRISHNA,0,KHARIF,AGRICULTURE,0,1137,2,ASKED ABOUT THE CONTROL OF SHEATH BLIGHT.,RECOMMENDED TO SPRAY HEXACONAZOLE @ 2ml/lit OF WATER.,2009-11-19T12:12:47,2009,11,,
ANDHRA PRADESH,PRAKASAM,0,KHARIF,AGRICULTURE,0,Cotton (Kapas),2,ASKED ABOUT THE  CERCOSPORA LEAF SPOTS.,RECOMMENDED TO SPRAY COPPER OXI CHLORIDE @ 3G/LIT OF WATER.,2009-11-19T12:19:26,2009,11,,
ANDHRA PRADESH,EAST GODAVARI,0,KHARIF,AGRICULTURE,0,Black Gram (urd bean),Weather,ASKED ABOUT THE WEATHER REPORT OF KAKINADA,INFORMED AS PER THE PROVIDED INFORMATION,2009-11-19T14:11:22,2009,11,,
ANDHRA PRADESH,KRISHNA,0,KHARIF,AGRICULTURE,0,1137,2,ASKED ABOUT THE CONTROL OF SHEATH ROT,RECOMMENDED TO SPRAY BENOMIL 1 GR/2 LIT,2009-11-19T16:20:01,2009,11,,
ANDHRA PRADESH,WEST GODAVARI,0,KHARIF,HORTICULTURE,0,1280,76,ASKED ABOUT THE CONTROL OF SUCKING PESTS,RECOMMENDED FOR THE APPLICATION OF DIMITHOATE 2ML/LTR,2009-11-19T17:03:34,2009,11,,
ANDHRA PRADESH,KURNOOL,0,KHARIF,AGRICULTURE,0,1808,3,ASKED ABOUT THE CONTROL OF GRAM CATERPILLAR,RECOMMENDED TO SPRAY ACEPHATE 1.5 GR/LIT,2009-11-24T07:35:07,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,KHARIF,AGRICULTURE,0,1066,3,ASKED ABOUT THE CONTROL OF GRAMCATERPILLAR,RECOMMENDED TO SPRAY SPINOSAD 0.3 ML/LIT OR INDAXACARB 1 ML/LIT,2009-11-24T08:05:18,2009,11,,
ANDHRA PRADESH,CHITTOOR,0,KHARIF,AGRICULTURE,0,1137,3,ASKED ABOUT THE CONTROL OF GUNDY BUG,RECOMMENDED TO SPRAY ENDOSULPHON 2 ML/LIT,2009-11-24T10:02:44,2009,11,,
ANDHRA PRADESH,PRAKASAM,0,KHARIF,AGRICULTURE,0,1137,3,ASKED ABOUT THE CONTROL OF B.P.H,RECOMMENDED TO SPRAY MONOCROTOPHOS 2.2ML/LIT,2009-11-24T11:23:43,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,KHARIF,HORTICULTURE,0,1280,76,ASKED ABOUT THE CONTROL OF THRIPS,RECOMMENDED TO SPRAY FASALON 3 ML/LIT,2009-11-24T12:02:47,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,KHARIF,HORTICULTURE,0,1280,75,ASKED ABOUT CONTROL OF WILT,RECOMMENDED FOR THE APPLICATION OF 2KG TRICODERMA WITH 50KG COW DUNG/ACRE,2009-11-24T19:06:00,2009,11,,
ANDHRA PRADESH,GUNTUR,0,KHARIF,AGRICULTURE,0,1075,Fertilizer Use and Availability,ASKED ABOUT CONTROL OF ZINC DEFICENCY,RECOMMENDED FOR THE APPLICATION OF ZINC SULPHATE 2GM/LIT,2009-11-24T19:40:54,2009,11,,
ANDHRA PRADESH,NELLORE,0,NA,HORTICULTURE,0,Carnation,Weather,ASKED ABOUT THE CONTROL OF WEEDS.,"RECOMMENDED TO SPRAY 400gm 2,4-D SODIUMSALT /200LIT",2009-11-23T00:00:00,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,NA,AGRICULTURE,0,Linseed (alsi),5,ASKED ABOUT THE SOWING TIME FOR SECOND CROP.,RECOMMENDED TO SOW DURING NOVEMBER-MARCH,2009-11-23T00:00:00,2009,11,,
ANDHRA PRADESH,VIZIANAGARM,0,KHARIF,AGRICULTURE,0,1137,Weather,ASKED ABOUT THE WEATHER REPORT OF PARVATIPURAM,INFORMED AS PER THE PROVIDED INFORMATION,2009-11-23T06:51:16,2009,11,,
ANDHRA PRADESH,CHITTOOR,0,KHARIF,AGRICULTURE,0,1808,21,ASKED ABOUT THE CONTROL OF WEEDS IN CHICKPEA,RECOMMENDED TO SPRAY PENDIMETHALIN 1 TO 1.5 LIT/ACRE,2009-11-23T07:30:34,2009,11,,
ANDHRA PRADESH,EAST GODAVARI,0,KHARIF,AGRICULTURE,0,1137,6,ASKED ABOUT THE MARKET INFORMATION.,INFORMED AS THE DATA AVILABLE.,2009-11-23T15:42:48,2009,11,,
ANDHRA PRADESH,Y S R ,0,KHARIF,AGRICULTURE,0,Green Gram (Moong Bean/ Moong),3,ASKED ABOUT THE CONTROL OF TOBACCO CATERPILLER,RECOMMENDED FOR THE APPLICATION OF QUINOLPHAS 2ML/LTR,2009-11-23T15:43:01,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,KHARIF,AGRICULTURE,0,1808,2,ASKED ABOUT THE CONTROL OF ROOTROT,RECOMMENDED TO APPLY TRICHODERMA 2KG +COMPOST 50 KG/ACRE,2009-11-23T16:01:18,2009,11,,
ANDHRA PRADESH,KRISHNA,0,KHARIF,AGRICULTURE,0,Black Gram (urd bean),1,ASKED ABOUT SOWING SEASON,INFORMMED TO THAT SOWING SEASON IS FROM NOVEMBER TO DECEMBER 1'ST WEEK,2009-11-23T16:14:53,2009,11,,
ANDHRA PRADESH,KURNOOL,0,KHARIF,AGRICULTURE,0,1137,2,ASKED ABOUT THE CONTROL OF Fe DEFECIENCY,RECOMMENDED FOR THE APPLICATION OF ANNABEDI 30 GM+ LIMESALT 2GM/LTR,2009-11-23T17:41:06,2009,11,,
ANDHRA PRADESH,KURNOOL,0,KHARIF,AGRICULTURE,0,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,ASKED ABOUT FERTILIZER DOSAGE AT 30DAYS CROP,RECOMMENDED FOR THE APPLICATION OF 9KG UREA/ACRE,2009-11-23T20:00:59,2009,11,,
ANDHRA PRADESH,EAST GODAVARI,0,KHARIF,AGRICULTURE,0,1137,2,ASKED ABOUT CONTROL OF SHEATH ROT,RECOMMENDED FOR THE APPLICATION OF BENOMIL 0.5GM/LIT,2009-11-20T15:18:05,2009,11,,
ANDHRA PRADESH,EAST GODAVARI,0,KHARIF,HORTICULTURE,0,Turmeric,75,ASKED ABOUT CONTROL OF LEAF SPOT,RECOMMENDED FOR THE APPLICATION OF MANCOZEB 2.5GM/LIT,2009-11-20T18:49:36,2009,11,,
ANDHRA PRADESH,KURNOOL,0,KHARIF,AGRICULTURE,0,1137,5,ASKED ABOUT VARIETIES,"INFORMMED THAT VARIETIES ARE SWATHI,SATYA,RASI,NANDYALASANALU",2009-11-20T20:22:00,2009,11,,
ANDHRA PRADESH,CHITTOOR,0,KHARIF,HORTICULTURE,0,2113,Soil Testing,ASKED ABOUT THE CONTROL OF REDROT,RECOMMENDED TO REMOVE INFECTED PARTS AND DRAIN OUT THE WATER AND DONT GROW SAME CROP UP TO 5 MONTHS,2009-11-21T00:00:00,2009,11,,
ANDHRA PRADESH,KRISHNA,0,NA,AGRICULTURE,0,1037,29,ASKED ABOUT THE CONTROL OF SHEATH ROT,RECOMMENDED TO SPRAY BENOMIL 1 GR/2 LIT,2009-11-21T00:00:00,2009,11,,
ANDHRA PRADESH,NELLORE,0,NA,AGRICULTURE,0,Dhaincha,29,ASKED ABOUT THE CONTROL OF MEALYBUG,RECOMMENDED TO SPRAY DIMETHOATE 2ML/LIT,2009-11-21T00:00:00,2009,11,,
ANDHRA PRADESH,KURNOOL,0,KHARIF,AGRICULTURE,0,1037,Soil Testing,ASKED ABOUT CONTROL OF BLAST,RECOMMENDED FOR THE APPLIACTION OF TRICYCHLOZPLE 0.5GM/LIT,2009-11-21T00:00:00,2009,11,,
ANDHRA PRADESH,PRAKASAM,0,NA,HORTICULTURE,0,1282,102,ASKED ABOUT THE CONTROL OF FLOWER DROP.,RECOMMENDED TO SPRAY PLANOFIX 2.5ML/10LIT,2009-11-21T00:00:00,2009,11,,
ANDHRA PRADESH,KURNOOL,0,KHARIF,AGRICULTURE,0,Cotton (Kapas),26,ASKED ABOUT THE CONTROL OF FLOWER DROP.,RECOMMENDED TO SPRAY PLANOFIX 2ML/10LIT,2009-11-21T07:32:13,2009,11,,
ANDHRA PRADESH,NELLORE,0,KHARIF,AGRICULTURE,0,1137,22,ASKED ABOUT THE CONTROL OF WEEDS.,"RECOMMENDED FOR THE APPLICATION OF BUTACHLOR 5% 4KG AND 2,4-D 4KG",2009-11-21T07:55:46,2009,11,,
ANDHRA PRADESH,VIZIANAGARM,0,KHARIF,HORTICULTURE,0,1279,76,ASKED ABOUT THE CONTROL OF FLOWER DROP.,RECOMMENDED TO SPRAY PLANOFIX 2.5ML/10LIT,2009-11-21T10:14:33,2009,11,,
ANDHRA PRADESH,EAST GODAVARI,0,KHARIF,AGRICULTURE,0,Others,Weather,ASKED ABOUT WEATHER REPORT,INFORMMED AS PER THE PROVIDED DATA,2009-11-21T11:30:17,2009,11,,
ANDHRA PRADESH,PRAKASAM,0,KHARIF,AGRICULTURE,0,1808,Agriculture Mechanization,ASKED ABOUT CONTROL OF WEEDS,RECOMMED FOR THE APPLICATION OF PEDIMITHALIN 1.0-1.5LIT/ACRE,2009-11-21T14:49:06,2009,11,,
ANDHRA PRADESH,KRISHNA,0,KHARIF,AGRICULTURE,0,Black Gram (urd bean),1,ASKED ABOUT THE SOWING SEASON OF BLACKGRAM,RECOMMENDED TO RAISE IN NOV TO DEC FIRST WEEK,2009-11-21T15:01:32,2009,11,,
ANDHRA PRADESH,CHITTOOR,0,KHARIF,HORTICULTURE,0,1285,74,ASKED ABOUT THE SOWING SEASON OF GARLIC,RECOMMENDED TO RAISE IN OCT TO NOV,2009-11-21T17:18:18,2009,11,,
ANDHRA PRADESH,CHITTOOR,0,KHARIF,AGRICULTURE,0,Pigeon pea (red gram/arhar/tur),3,ASKED ABOUT THE CONTROL OF POD BORER.,RECOMMENDED TO SPRAY QUNIOLPHOS 2ML/LIT,2009-11-26T15:41:49,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,KHARIF,AGRICULTURE,0,1137,2,ASKED ABOUT CONTROL OF SHEATH ROT,RECOMMENDED FOR THE APPLICATION OF BENOMIL 0.5GM/LIT,2009-11-26T16:52:11,2009,11,,
ANDHRA PRADESH,CHITTOOR,0,KHARIF,AGRICULTURE,0,Sunnhemp (Patua),3,ASKED ABOUT CONTROL OF WHITE FLIES,RECOMMENDED FOR THE APPLICATION OF MALATHION 3ML/LIT,2009-11-26T19:50:29,2009,11,,
ANDHRA PRADESH,KRISHNA,0,KHARIF,HORTICULTURE,0,1280,76,ASKED CONTROL OF TRIPS,RECOMMENDED FOR THE APPLICATION OF MONOCROTOPHOS 1.6ML/LIT,2009-11-26T20:22:28,2009,11,,
ANDHRA PRADESH,NELLORE,0,KHARIF,HORTICULTURE,0,Coconut,Fertilizer Use and Availability,ASKED ABOUT THE FERTILIZER APPLICATION.,"RECOMMENDED TO SPRAY 250gm UREA, 500gm SUPERPHOSPHATE, 850gm M.O.P",2009-11-19T19:55:18,2009,11,,
ANDHRA PRADESH,CHITTOOR,0,KHARIF,AGRICULTURE,0,Groundnut (pea nut/mung phalli),18,ASKED ABOUT THE SEED TREATMENT.,RECOMMENDED TO TREAT  WITH 3gm MANCOZEB/KG SEED,2009-11-19T20:03:50,2009,11,,
ANDHRA PRADESH,CHITTOOR,0,NA,AGRICULTURE,0,Green Gram (Moong Bean/ Moong),29,ASKED ABOUT THE SOWING SEASON OF REDGRAM,RECOMMENDED TO RAISE IN OCT,2009-11-20T00:00:00,2009,11,,
ANDHRA PRADESH,KURNOOL,0,NA,AGRICULTURE,0,Dhaincha,29,ASKED ABOUT VARIETIES,"INFORMMED THAT VARIETIES ARE SWATHI,SATYA,RASI,NANDYALASANALU",2009-11-20T00:00:00,2009,11,,
ANDHRA PRADESH,EAST GODAVARI,0,NA,AGRICULTURE,0,Dhaincha,29,ASKED ABOUT THE CONTROL OF SEEDGERMINATION FOR HARVESTED RICE CROP.,RECOMMENDED TO SPRAY 5% SALT SOLUTION.,2009-11-20T00:00:00,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,NA,AGRICULTURE,0,Green Gram (Moong Bean/ Moong),29,ASKED ABOUT THE VARITIES.,"SUGGESTED VARITIES ARE DHM-103,105,TRISHULATHA,BH-2187",2009-11-20T00:00:00,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,KHARIF,AGRICULTURE,0,1075,5,ASKED ABOUT THE VARITIES.,"SUGGESTED VARITIES ARE DHM-103,105,TRISHULATHA,BH-2187",2009-11-20T07:57:51,2009,11,,
ANDHRA PRADESH,EAST GODAVARI,0,KHARIF,AGRICULTURE,0,1137,2,ASKED ABOUT THE CONTROL OF SEEDGERMINATION FOR HARVESTED RICE CROP.,RECOMMENDED TO SPRAY 5% SALT SOLUTION.,2009-11-20T12:05:52,2009,11,,
ANDHRA PRADESH,CHITTOOR,0,KHARIF,HORTICULTURE,0,2108,75,ASKED ABOUT CONTROL OF EARLY BLIGHT,RECOMMENDED FOR THE APPLICATION OF MANCOZEB 3GM/LIT,2009-11-28T08:01:56,2009,11,,
ANDHRA PRADESH,NELLORE,0,KHARIF,HORTICULTURE,0,1280,76,ASKED ABOUT CONTROL OF TOBACCO CATERPILLAR,RECOMMENDED FOR THE APPLICATION OF CHLORPYRIPHOS 500ML/ACRE,2009-11-28T11:00:30,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,KHARIF,AGRICULTURE,0,Others,Weather,ASKED ABOUT OF WEATHER REPORT,INFORMMED AS PER THE PROVIDED DATA,2009-11-28T11:18:01,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,KHARIF,HORTICULTURE,0,1279,76,ASKED ABOUT CONTROL OF SUCKING PESTS,NA,2009-11-28T13:22:39,2009,11,,
ANDHRA PRADESH,ANANTPUR,0,KHARIF,HORTICULTURE,0,1279,76,ASKED ABOUT CONTROL OF WHITE FLY,RECOMMENDED FOR THE APPLICATION OF ACEPHATE 1.5GM/LIT,2009-11-28T13:25:18,2009,11,,
