QueryText,KccAns,Language
asked about management of sucking pests in cotton,suggested to spray imidachloprid,en
asked about application of fertilizer application thru drip for cotton,given the relavant contact details,en
asked about helicoverpa damage,suggest him to spray monocrotophos @  1.6ml per lit,en
asked about fertlizer application in cotton,suggested to apply  24kg urea and 16 kg potash,en
weed control in cotton 10-15 das,quizalophos 400 ml/200 lit water,en
leaf drying in cotton,suggested to spray mancozeb @ 2.5 gm/lit water,en
yellowing of leaves in cotton,suggested to spray zinc sulphate @ 2gm/lit water,en
weed mangement in cotton 40 days after planting,suggested quizalophaphythyl @ 400ml/200lit water,en
asked about dwarf growth of cotton,suggested him to spray 1% foliar spray urea,en
weedcide in cotton,"glyposate  2 lit , 200lt of water /acre after 40 days sowing",en
asked about fruit drop in cotton,suggest him to spray planofix 2.5ml per 10lit,en
asked about yeloowing of bottom leaves in cotton,suggested to spray magnesium sulphate @ 10g/lt of water,en
asked about flower drop in cotton,recommended to spray 2.5 ml of planofix 10 litres of water,en
asked about nutrient management in cotton,suggested to spray multi-k@10gm per liter water,en
market rates ofcotton and jowar,given as per ap agris net,en
asked about fertilizer management in  cotton,"fertilizer management in cotton-suggested that for cotton hybrids 105kg urea+150kg super phosphate+40kg potash should be apllied.150kg super phosphate should be applied at the time of last ploughing,urea+potash should be applied in 3split doses 35kg urea+15kg potash in each dose at 30,60,90 days after sowing",en
asked about  proper growth  and flowering in cotton,recommended to apply potash,en
pre emergence herbicide in cotton,pendimethalin 1 lt/acre,en
flower drop in cotton,spray planofix 2 ml/10 liter water.,en
asked about leaf folding in cottton,suggest him to spray acephate1.5g per lit,en
sucking pest probblem in cotton?,aciphate 1.5 g/lit of water,en
asked about  suking  pest management in cotton,suggested acephate @1.5gm/lit water,en
asked about spodoptera damage in cotton,suggest to spray profinophos 2ml per lit,en
asked about mites management in cotton,suggested profinophos @ 2ml/lit water,en
asked about proper growth in coton,suggested to spray magnesium sulphate with urea,en
weed management in cotoon,suggested to spray quizalaphop ethyl @ 400 ml/acer,en
direct sowing od paddy,suggested the seed rate as 15kg,en
asked about reddning anf folding of leaves,suggested to spray acephate@ 1.5 g/lt of water,en
"sucking pest management in tomato
market rate of cotton","suggested dimethoate @ 2ml/lit water
given information as per agmarket",en
asked about fertilizer application in cotton 30 days after sowing,"suggested to appkly 60 kg nitrogen in 3 split doses at 30, 60 and 90 days after sowing, p 24 kg and 24 kg k  7-10 spacing  from plant in small pits",en
asked about control of shoot borer in cotton,suggested to spray chloropyriphos 3ml/lit or prophinophos@2ml per liter water,en
asked about leaf curl in chilli,suggested to spray acephate @ 300g/acer,en
asked about iron deficiency in rice,suggested to spray anna bedi@20g and citric acid 2g/lt of water,en
asked about sucking pests in cotton,suggested spraying of imidachloprid@ 0.3ml/lt,en
asked about mealy bug control in cotton,suggested to spray acephate 2gm/lit or prophinophos 3ml/lit,en
asked about sucking pest control in cotton,suggested to spray monochrotophos 1.5ml/lit or acephate 1.5gm/lit,en
asked about control of whitefly in cotton,suggested to spray imidachloprid @ 50ml per acre,en
farmers wants to give compliant on seed dealer who is selling seed morethan mrp,suggested to contact mandal agril.officer-8096697384,en
asked about cotton seed  germination,suggested that it takes 7-10 days for germination,en
askedabout fertilizer management in cotton,"cotton-fertilizer management-suggested that for cotton hybrids 105kg urea+150kg super phosphate+40kg potash should be apllied.150kg super phosphate should be applied at the time of last ploughing,urea+potash should be applied in 3split doses 35kg urea+15kg potash in each dose at 30,60,90 days after sowing",en
asked about fertlizer management in cotton,"suggested that for cotton hybrids 105kg urea+150kg super phosphate+40kg potash should be apllied.150kg super phosphate should be applied at the time of last ploughing,urea+potash should be applied in 3split doses 35kg urea+15kg potash in each dose at 30,60,90 days after sowing",en
asked about the control of mg deficiancy,recommended to spray mg sulphate 10gm/lit,en
asked about magnesium deficiency in cotton,spraying of magnesium sulphate @ 10 g/lt,en
asked about fertilizer mangement in cotton,"suggested that for cotton hybrids 105kg urea+150kg super phosphate+40kg potash should be apllied.150kg super phosphate should be applied at the time of last ploughing,urea+potash should be applied in 3split doses 35kg urea+15kg potash in each dose at 30,60,90 days after sowing",en
asked about weed control in cotton,suggested to spray fluchloralin@1lit per acre at the time of land preparation.pendimethalin @1.3 lit per acre immediately after sowing of seed,en
control of red leaves in cotton crop,suggested for spraying of mgso4 10gr/lit water,en
asked about fertilizer management,"suggested that for cotton hybrids 105kg urea+150kg super phosphate+40kg potash should be apllied.150kg super phosphate should be applied at the time of last ploughing,urea+potash should be applied in 3split doses 35kg urea+15kg potash in each dose at 30,60,90 days after sowing",en
asked about seed treatment in paddy,suggested that carbendizim 1gr/lit water,en
asked about wilt in cotton,suggested to spray carbendazim @ 1g/lt of water,en
asked about spodoptera in cotton,suggested to spray spinosad @ 75g/acre,en
asked about cotton seed availability,given the relavant contact details,en
pest damage in cotton,sugggested to spray acephate,en
asked about control of cotton sucking pest,suggested to spray acephate@1.5gm or monochrotophos@2ml per liter water,en
asked about   reasons for improper germination of cotton  seed,suggested to  apply required amount of fertilizers  like urea and potash,en
askedabout fertilizer application of cotton,suggested for application of 60:24:24 of n:p:k,en
asked about weed management in cotton 30 days after planting,suggested to spray quizalophaphythyl 400ml/200 lit or  pyrithiobac sodium @ 250ml/200 lit water,en
redmite in cotton,suggested to spray dicofol @ 2 g/lt of water,en
asked about herbicides in cotton,spraying of pendimethalin @ 1.3-1.6 lt/acre,en
asked about serpentine leaf miner in cotton,suggested to spray  dichlorovos @ 250 ml/acre,en
"management for leaf roll
in cotton",sugessted to spay dimethoate @2ml/lit water,en
asked about fertilizerapplication in cottonafter  30 days,"suggested to apply n, p & and k @ 48: 24:24 kgs	
	
asked about fertilizerapplication in cottonafter  suggested to apply n, p & and k @ 48: 24:24 kgs	
30 days",en
asked about weather report,given information as per data,en
asked about management for leaf  webber cotton,suggested to spray quinolphos @ 400ml/ lit water per acre,en
asked about fertilizer management ion cotton,"otton-fertilizer management-suggested that for cotton hybrids 105kg urea+150kg super phosphate+40kg potash should be apllied.150kg super phosphate should be applied at the time of last ploughing,urea+potash should be applied in 3split doses 35kg urea+15kg potash in each dose at 30,60,90 days after sowing",en
asked about mealy bug in cotton,suggested to spray dichlorovos @ 2ml/lt,en
control of sucking pest in cotton,spraying of dimthioate 2 ml/lit water,en
white fly damage,spraying of triazophos 2.0 ml per one lit of water,en
cotton aphids damage,spraying of mithyl dematon 2.0 ml per one lit of water,en
asked about the control of white flys,recommended to spray dimethoate 2ml/lit,en
asked about control of whiteflys,recommended to spray 2ml/lit prophenophose+ 1ml/ lit sandovit,en
asked about control of sucking pest,spray monocrotophose 1.5ml/lit,en
micro nutrient defficiency(mg),mg sulphate 10 gr/ 1lt water,en
controll ofgreen leaf hopper,spraying of imidachloprid 0.6 ml / lit of water,en
asked about control of flower drop,spray naphthaline acetic acid 10ppm + dap 1-2%,en
asked about fertilizer,provided information as per vyavasaya panchangam,en
asked about gvt support of failed seeds bayer company,provided information as per data,en
control of aphids in cotton,brishing of 1lit monocrotophos /4 li of water,en
control of weeds in cotton,spraying parauueate 2ml/1 lit water,en
asked about the fertilizer management,given infermation as per the data,en
herbicides in rice at 20 days age,"application of 2,4-d for controlling of broad leaved weeds",en
asked about control measures for sucking pest in cotton,suggested to spray dimethioate 2ml/lit,en
asked for the sucking pest control in cotton,suggested to spray monochrotophos 1.5ml/lit water,en
asked for control of sucking pest in cotton,suggested to spray monochrotophos 1.5ml/lit,en
asked about control of mealy bug in cotton,suggested to spray prophoniphos 3ml/lit,en
aphids in cotton,spraying of phipronil @ 2ml/lt,en
control of weed in cotton,sparying paraquate 2ml/1 lit water,en
control of power mildu in contton,1lit monocrotophos mixed with 4 lit water ofter brishing,en
information reg fertilizer dosage in cotton,information is given as per panchangam,en
asked about mg effect,spray mgso4 10gm/1lit of water,en
asked about reddening of leaves,suggest to spray urea,en
asked about rabi cotton,suggestrd not go for rabicrop,en
asked about control of flower drop in cotton,suggested to spray planofix@2ml per  10 lit water,en
asked about  reddening of leaves,suggest him to spray micromax,en
asked about spraying fo pesticide before picking,suggest to spray after picking,en
control of leaf spots in cotton,spraying of mancozeb 3 grm/litre water,en
sucking pest in cotton,spraying of imidachlorpid@ 30 gm/acre,en
red mite attack in cotton,spraying of dicofol@ 5 ml/lt,en
asked about  aphid,suggest to spray dimethoate,en
boll worm in cotton,spraying of chloripyriphos@ 2.5 ml/lt,en
control of reddening of leaves in cotton,spraying of mgso4 10 grms/lit water,en
asked about aphids,suggest to spray dimethoate 2ml per lit,en
control of spodoptera in cotton,spraying of prophinophas 2ml/litre water,en
askjed about redening of leaves,suggest to spray  urea,en
asked about   good flowering,suggest to spray borax,en
asked about white flies in cotton,suggest to spray trizophos,en
asked about goodgrowth of  cotton,suggest to spray 19,en
asked about flyes,suggested acephate,en
sucking pest of cotton,spraying of acephate@ 1.5 gm/lt,en
aphid in cotton,spraying of imidachlorpid@ 50 ml/acre,en
control of green leaf hopper,spraying of imidachloprid 0.6 ml / lit of water,en
asked about the control of weeds before sowing,recommended to srpay flucloralin 1-1.5lit/acer,en
asked about control of stem & fruit cracking,recommended to spray borax 1.5gm/lit water,en
asked about control of g.l.h,recommended to spray imidacloprid,en
control of leaf spot in cotton,sprayng of mancozeb 3grm/ltr,en
root rot in cotton,spraying carbondysm 1gm/ltr,en
asked about wilt,spraying copar oxychloride 3grms/ltr,en
control of borers,spraying of quinolphas 2 ml/lit water,en
asked about yvmv,suggest to spray acephate,en
control of boron deficiency,spraying of boran 3 grms/lit water,en
nutrient management in cotton,"urea 35 kg/acre, potash -16 kg/acre",en
control of fruit drop in cotton,spraying of planofix 3ml/10lit water,en
holes are observed,spray dimethoate,en
pest under leaf(thrips),spray dimethoate,en
asked about flowering in cotton,apply potash fertilizers,en
yellow mosaic virus,spray dimethoate,en
asked about  leaf folding in cotton,suggest to spray acephate 1.5g per lit,en
powdery mildew in cott0n,wettable sulphur@ 3 gm/lt,en
asked about control of flower drop and reddening of leaves,planofix 2.5ml/10lit and magnesium sulphate 10gm/lit,en
cotton control flower drop,recommended to spray planofix@50ml/acre,en
cotton mg defienecy and sucking pests,"mgso4 10gr/ lt water
ulala 75gr/acre in 200 lt water",en
farmer call center,recommended 1800-425-4440,en
midges in flowers,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
asked to use  calicium nitrate in  cotton,recomended to spray calicium nitrate  for boll development,en
"cotton flower drop 
marigold powdery mildew","naa 10 ppm should be sprayed at 10-15 days interval
netivo 160gr/acre in 200 lt water",en
cotton leaf spot,copper oxy chloryde 3grm/acre,en
leaf blight spots,30g copper oxy chloride+1g streptocyclin/10 lit of water,en
flower dropping in cotton,spray of planofix 4ml/20l of water,en
cotton to control flower drop,recommended to spray naa 10ppm,en
white fly and flower drop in cotton,"recommended for oberan 180 ml/ acre, planofix 2ml/ 10lt water",en
for blackarm in cotton,spraying of blitox 600gms+plantomycin 20gms/200lt,en
asked about flower drop,recommended planofix 2.5 ml/10 lit of water,en
black spot in cotton,recomended blitex30g+plantomycin 1g+10 lit water,en
cotton mite and white fly,recommended spray oberan 200 ml/ acre in cotton,en
cotton  sucking pest,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
cotton  white fly,"recomended confider 60ml/acre 200 lt water
mgso4 10gr in 1 lt water
multi-k 1kg/acre 200 lt water",en
for aphids in cotton,spraying of load with confidor is suggested,en
redding of leaves,30g copper oxy chloride+1g streptocyclin/10 lit of water,en
cotton to flower,recommended spraying of multi k@ 1kg/acre,en
leaf hoppers in cotton,spraying of markar 400ml+acephate 300gms/200lt,en
cotton flower drop and growth,planofix 50ml/acre and multi-k 1kg/acre in200 lt water,en
cotton black spots,spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
cotton blackb arm,plantamycin 1gm/lt+coc 3gm/lt spray 3times in 15 days,en
cotten in whitefly &mites,recomended for oberan 180 ml/acr,en
cotton flowering and growth,recommended to multi k 1kg/acre,en
wilt in coton,recommended to spray spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres    10 ??????? ?????? 30 ???????? ????????? ????? ?? ???? ??????????????????,en
control of  pandaku tegulu in cotton,spray  magnesium   sulphuate  10 gr /  lit  of  water,en
aseked  about flower drop,recommended planofix 2.5 ml/10 lit of water,en
leafhoppers in cotton,"recommended to spray dimethoate(rogar, rogarin) 400 ml per acre",en
yelloing of cotton,recommonded spray of multi-k 5 grams/litre in cotton,en
control of flower drop i coton,planofix 5 ml / 20 lit of water,en
cotton flower arrival,recomended to spraying of planofix 50ml/acre,en
cotton sprey fertilizers,"?????  ??  1 ??. ??  /????  ?? ?? ???????? ?????? ,recommended to multi k 1kg /acre",en
cotten flower drop,planofix 2ml/10 lit water,en
cotton flowering problm,planopix 2ml/10lit water,en
cotton white fly and helicoverpa,recommended to monocrtopos +acephate,en
cotten nutrient deficeancy,agrominmax 1kg/acr,en
white fly in cotton,"recomended for oberon 180ml/acre,or  ualala 75grms/acre, or confider super 50ml/acre",en
black spots in cotton,spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
cotton boll dropping,recommended to planofix 5ml /20lit and dap 10gm/lit,en
cotton mealy bug,recommended to meythyk parathione(matasid) 400ml/acre,en
asked about boll drop,recommended bureaux 1.5 grams/lit of water,en
cottan flower drop,recomended in planofix 2.5ml/10lt water,en
powdery form on cotton leavs,recomended for nuvan 250ml/acre,en
asked about vermi compost for cotton,recommended one tonne /acre,en
powdery mildew in cotton,recommended spray saaf 2 gram/ litre in cotton,en
whitefly on cotton,spray of ulala 75gm/acr,en
can we sown cotton this month,no. cotton sowing is not suitable,en
cotton sucking pests,recomended ulala 75gr /acre 200 lt water,en
whitefly in cotton,recommendation of oberon 200ml/200lt or nagata 300ml/200lt,en
for growth i n cotton,19 19 19       1kg / acre,en
control of redding of   leaves,spray  magnesium sulphuate   10 gr  / lit of water +  urea  0 gr / lit of water,en
asked about tobacco streak virus,recommended diofenthueuron 240 grams/200 lit of water,en
black arm in cotton,recomended blitex 30g+plantomycin 1g+10lit water,en
cotton flower drop,recommended spray of multi-k 5 grams/ litre on cotton,en
asked cotton water management,6 irrigations will be given in rabi cotton,en
red sports on cotton leavs,recomendedfor megnisium sulphate 10grs/lt water,en
cotton sucking pests and growth,"recomended confider 60ml/acre in 200 lt water 
bio-zyme 400ml/acre in 200 lt water",en
"growth, white mousquito","recomended for multi k 5grams/1 lt water, ulala 75grams/acre",en
cotton black arm,blitox 600 gr/acre  and  plantomycin  1 gr/10 lt water,en
for gallmidge in cotton,spraying of larvin 300gms/200lt,en
cotten growth appilication,recomended multi k 1 kg/acr,en
leafhoppers and whitefly in cotton,spraying of markar 400ml+acephate 300gms/200lt,en
flower drop in cotten,planofix 2ml/l0 lit water,en
asked cotton white fly,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre   recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre",en
cotton boll worms,recommanded for fame 50ml/acre,en
catter piller in cotton,recommended  fem 40ml/acre,en
cotton  black spots,blitox 600 gr/acre   and  plantomycin 1 gr/10 lt water,en
boll drop in cotton,recommended spray of planofix 2ml/ 10 litre in cotton,en
cotton culture practicves,recommended to all,en
cotton sucking pest and flower drop,"confider 60ml/acre 200 lt water
planofix 50ml/acre 200 lt water",en
for growth in cotton,spraying of urea 2kgs/200lt,en
cotton pindi nalli,recommended to acephate 3ml/lit,en
commencement of flowers in cotton,recommended praying of agrominmax@kg/acre,en
dying of plant in cotton,drench the soil with blitox 600gms+plantomycin 100gms/200lt,en
leaf curling in cotton,spraying of trizophas 1 ml/lit water,en
cototon md deficiency and sucking pest,spraying of 1% magnesium sulphate and 2% urea 2 times within one week,en
trips in cotton,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre",en
asked for market alerts,you number is updated for market alerts,en
zn defficiency in cotton,recommended for zinc sulphate 2 g/1 ltr of water,en
sprey type fertilizers in cotton,recommended for agromin max 1 kg/acre,en
leaf scrotch in cotton,to sprey avatar 400 gr/acre,en
stem borer in cotton,recommended fem 20-40ml/acre,en
cotton white fly damage,recommend for ulala 75 gm/acere,en
cotton block spots,recommended to spray copper oxi chloride 30gms+1gm streptocyclin in 10lit water,en
yellowing of cotton,recommended spray of multi-k 5 grams/ litre in cotton,en
asked about whitefly in cotton,recommended to spray trizophos@300ml/acre,en
grwoth and white fly,"recomended for confider super 60ml/acre, multi k 5grams/lt water",en
cotton leaf dropping,recommended multi k 1kg/acre,en
cotoon boll dropping,recommended to planofix 2.5ml/10lit,en
asked  about sucking  pests,"thiomethoxome (actra, sitara,renova,) 40 grams per acre",en
asked about white fly,recommended to spray flunicamide (ulala)75 grams per acre,en
sprey fertilizers in cotton,agromin max 1 kg/acre,en
cotton  leaf blight,blitox 600 gr/acre  and  plantomycin 1 gr/10 lt water,en
mealy bug in cotton,recommended profenophos 2ml/lit water,en
cotton fussarium wilt (pandaku tegulu),recommended to mgso4 1% spray and urea 2% spray,en
cottion sucking pests,recommended to spray spiromecifin (oberon) 400ml/litre,en
asked about boron deficiency,recommended bureaux 1.5 grams/lit of water,en
herbicide in cotton standing time,no herbicide. manual weeding necessary,en
cotton fertilizers at 90das,recommended 16kg nitrogen and 8kg k per one acre,en
cotton bud broken,boron sprey,en
"white mousquitos, flower drop","recomended for confider 50ml/ acre, planofix 2.5ml/10lt water",en
for whitefly control in cotton,spraying of oberon 200ml/200lt next 13:0:45 1kg/200lt,en
asked cotton flower drop,reccommanded planopix 2.5/10 liter water,en
"white flies
leaf curling",spraying of trizophas 1 ml/lit water,en
cotton mg deficiency,recommended to spray of magnesium sulphate 10 grams and urea 20 gram  per litre,en
control ol leaf  spot in cotton,blitax 30 gr + streptocycline 1 gr / 10 lit of water,en
pesticides and fertilizers are mixed,it should not be mixed at all,en
control of pandaku tegulu in cotton,spray magnesium sulphuate    10 gr +   urea 10   gr / lit of water,en
control  of leaf spot in cotton,blitax   30   gr +  streptocyclin  1   gr   in 10 lir of water,en
cotten mg deficiancy,recomended for mgso4 10 gr/lit,en
precipitations expected today and tomarrow,precipitations expected today and tomarrow,en
alternaria leaf spot,recomended mancozeb 2.5g/lit water,en
asked about tobaco black shank,recommended to spray blitax@3gm/lit,en
cotton zn defienecy,cotton znso4 2gr/1 lt water,en
flowee dropping in cotton,recommended to spray planofix 4.5 ml/20 litre,en
asked about growth in cotton,recommended to spray multik@5gm/lit,en
assked about whitefly in cotton,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre",en
block spots on cotton leaf,recommended to spray spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
asked about cotton whitefly,recommended to spray trizophos@300ml/lit,en
thanks for calling,thanks for calling,en
fertilizers use in field,recomended for animal residue use in field,en
fungal attack blight,recommended blitox 30g+ 2g plantamycin /10liter,en
for whitefly in cotton,spraying of nagata 350ml/200lt or oberon 200ml/200lt,en
cotton leaf blight,blitox 600 gr/acre and plantomycin 1 gr/10 lt water,en
asked about cotton white fly,recommended confidor 50ml/acre,en
for whitefly and aphids,spraying of oberon 200ml+chloropyriphos 400ml/200lt,en
white fly in cottan,"triazophos (hostathion, titan, sutathion) 300 ml per acre",en
yellowing  of leaves in cotton,spraying of blitox 600gms/200lt+plantomycin 20gms next agrominmax 1kg/200lt+19:19:19 1kg/200lt,en
for helicoverpa in cotton,spraying of plutora 330ml/200lt,en
for powderymildew for cotton,spraying of nustar 80ml/200lt next 19:19:19 1kg+siapton400ml/200lt,en
cotton mg defienecy and growth,"mgso4 10gr/ lt water
agromin max 1 kg/acre",en
cotton boll dropping and white fly,recommended to ulala 75gm/acre and planofix 5ml/20lit,en
cotton bo defi.,bowaterrax1ml/lit,en
asked about leaf spot,recommendewd mancozeb 2.5 grams/lit of water,en
asked about cotton irrigation,recommended to irrigate after 2days,en
cotton leaf eating caterpilar,recommended spray of rogor 2ml/ litre in cotton,en
midges in cotton,"triazophos (hostathion, titan, sutathion) 300 ml per acre",en
for whitesh in cotton,spraying of boron 300gms/200lt,en
redenning of leaves in cotton,spraying of magnesium 2kgs/200lt+urea 2kgs/200lt,en
control of flower drop in cotton,boran  2.5 gr/ lit of water,en
cotton  powdery mildew,"wettable sulphur(sulfex, sultop, )  600 grams per acre",en
white fly in coton,recomended oberon 2ml/lit water,en
cotton boll drop,recomended naa 10ppm 10-15 days intervel should spary 2 times,en
weed management information,do not spray any herbicides after 20 days age of crop of crop,en
castor pod borer,larwin 2ml/liter,en
spots on leaves,"sprayng of mancozeb 3grm/ltr
&#3118;&#3134;o&#3093;&#3146;&#3100;&#3142;&#3116;&#3149; 3 &#3095;&#3149;&#3120;&#3134;&#3118;&#3137;&#3122;&#3137;/&#3122;&#3136; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3114;&#3135;&#3098;&#3135;&#3093;&#3134;&#3120;&#3136; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;",en
bph in cotton,"spray  thiomethoxome (actra, sitara,renova,) 40 grams per acre   &#3109;&#3119;&#3147;&#3118;&#3142;&#3109;&#3134;&#3093;&#3149;&#3100;&#3147;&#3118;&#3149; (&#3078;&#3093;&#3149;&#3103;&#3134;&#3120;&#3134;, &#3128;&#3135;&#3108;&#3134;&#3120;, &#3120;&#3136;&#3112;&#3147;&#3125;&#3134;) &#3087;&#3093;&#3120;&#3093;&#3137; 40 &#3095;&#3149;&#3120;&#3134;&#3118;&#3137;&#3122;&#3137; 200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3136;&#3098;&#3093;&#3120;&#3135; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;",en
bt seed and non bt seed,non bt seed sow around the bt cotton,en
reddening of leaves,megnicieum sulphate when deficient,en
cotton nutrients and disease,"apply urea and potash, spray zinc ,mg, iron sulphate if deficiency of nutrients or spray blitox",en
control of leaf eating cater piller,spraying of quinolphas 2 ml/lit water,en
asked about urea spray,suggest him to spray 10g per lit,en
pests in cotton,"thiomethoxome (actra, sitara,renova,) 40 grams per acre   &#3109;&#3119;&#3147;&#3118;&#3142;&#3109;&#3134;&#3093;&#3149;&#3100;&#3147;&#3118;&#3149; (&#3078;&#3093;&#3149;&#3103;&#3134;&#3120;&#3134;, &#3128;&#3135;&#3108;&#3134;&#3120;, &#3120;&#3136;&#3112;&#3147;&#3125;&#3134;) &#3087;&#3093;&#3120;&#3093;&#3137; 40 &#3095;&#3149;&#3120;&#3134;&#3118;&#3137;&#3122;&#3137; 200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3136;&#3098;&#3093;&#3120;&#3135; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;",en
asked about pink bollwarm,spray thiodicarb,en
fert mgt in cotton at 45das,spray 2 % urea and micronutrients,en
control of  root rot,copper oxy chloride (blitox) 600 grams per acre &#3093,en
leaf spot in cotton,"mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre &#3118;&#3134;o&#3093;&#3146;&#3100;&#3142;&#3116;&#3149; (&#3105;&#3144;&#3109;&#3142;&#3112;&#3149; m -45, &#3079;&#3074;&#3105;&#3147;&#3115;&#3135;&#3122;&#3149; m-45, &#3118;&#3134;&#3074;&#3100;&#3143;&#3103;&#3149;)  &#3086;&#3093;&#3120;&#3134;&#3093;&#3137; 500-600 &#3095;&#3149;&#3120;&#3134;&#3118;&#3137;&#3122;&#3137;  200 &#3122;&#3136;&#3103;&#3120;&#3149;&#3122;&#3137; &#3112;&#3136;&#3103;&#3135;&#3122;&#3147; &#3093;&#3122;&#3135;&#3114;&#3135; &#3114;&#3135;&#3098;&#3134;&#3093;&#3134;&#3120;&#3135; &#3098;&#3143;&#3119;&#3134;&#3122;&#3135;",en
cotton special effects,ask your near agriculture officer or any scientist,en
asked about spod0ptera in cotton,suggest to spray profinophos 2ml per lit,en
control of mites in cotton,spraying of dicofal 2 ml/litre water,en
asked about cotton picking mission,given him information as per data,en
asked about micronutrients in cotton crop,recomended micromax,en
asked about leaf spot in cotton,sugested to spray coc 3g per litre water,en
asked about sucking pest damange in cotton,suggested to spray monocrotophos+ acephate,en
asked about cotton  harvesting mission,given him local a.o,en
asked about drying of leaves in cotton,suggest to spray mancozeb,en
