QueryText,KccAns,Language
fruit and flower drop,spraying of planofix 2 ml/10 lit water,en
control of powdery mildew in green gram,spray systene  ( micro butanil )100  gr/ acre,en
green gram wilting,1gr acephate,en
black spot in gram,recomended coc 30gm + 1gm plantomycin in 10lit water,en
sucking pest in green gram,recommended spray of rogor 2ml/ litre in green gram,en
green gram leaf eating c p,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
asked about greengram pest,recommended to spray chloriphriphos@2.5ml/lit,en
green garm powdery mildew,dinocap(kerathane) 400 ml per acre,en
mites in green gram,recomended dicofol 5ml/lit water,en
green gram info,the seed of previous crop can be used for the next season,en
green gram leaf eating caterpillar,"recommended to spray thiodecarb (larvin, spirin, check) 300 grams per acre",en
green gram growth,recommended to spray multi k @ 1kg/acre,en
helicoverpa in green gram,recommended spray of missile 100 gram/ acre in green gram,en
leaf eating catterpillar,recomended larvin 1.5gm/liter water,en
green gram leaf curl,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre",en
asked about crcospora leaf spot,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
green gram  cercospora leaf spot,recommended to mancozeb 2.5/lit,en
post emergence herbicide in green gram,recommonded spray of imazitapyr (pursuit ) 400 ml per acre in green gram,en
green gram pod rot,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
fertilizers use green gram,no recomendation for green gram in paddy field,en
asked about poor growth,recommended multi k one kg/acre,en
wilt in gren gram,recomended coc 3gm/liter water,en
green gram caterpillar,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
green gram herbicide,recommended to spray imazitapyr (pursuit ) 400 ml per acre,en
caterpillar in green gram,recommended to spraying of proclaim@ 90g/acre,en
powdery mildew in gram,recomended kerathane 100ml/acre,en
powdery mildew in  pesara,recomended bavistin 1g/lit water,en
green gram blight,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
asked about weedicide in green gram,recommended no to spray any weedicide now aftter 8days,en
green gram powdery mildew,dinocap(kerathane) 400 ml per acre   ?????????? (??????)   ???????? 400 ?? ???  200 ??????? ?????? ????? ???????? ??????,en
control of pachha puruguin green gram,spray larvin 300 gr / acre,en
mixing of two chemicals,recommended do not mix two chemicals,en
green gram sucking pest,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre",en
preventive   for    diseases   in green gram,neem oil   5  ml / lit of water,en
white fly in greengram,recomended for oberan 180 ml/acr,en
maganilo green gram fertilizer,recommended application of 125 kg/ acre in green gram,en
in green gram weedicides,after 1 month no recomondations,en
green gram helicoverpa,procliam 100 gr/acre in 200 lt water,en
leaf curling in green gram,spray di methoate 2 ml/lt water  rogar  and rogarin,en
powdery mildew  in   green gram,systene 100 gr / acre,en
sowing time in paddy field,sowing time in paddy field -dec,en
for helicoverpa in greengram,spraying of proclaim 100gms/200lt,en
leaf eating and fruit borer,spraying of chloropyriphas 2.5 ml/lit water,en
asked about maruka machhala purugu,recommended quinophos 2 ml/lit of water,en
green gram aphids,confider super 0.4ml/lt water,en
gren gram wedicide,terga super 400mi/acre in 200 lt water,en
asked about powdery mildew in greengram,recommended to spray kerathane@100ml/acre,en
control ofpallaku tegulu in green gram,spray    oberan 250 ml / acre,en
green gram flowering,recommended to multi k 1kg/acre,en
sowing time of green gram,sowing time of green gram- nov-dec.,en
green gram  borer,"chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
green gram fruitandshoot borer,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre",en
green gram rabi season,recommended sowing in nov - dec,en
asked about seed availability of greengram,0863-2524017 call this,en
green gram helicoverpa damage,mono crotophos 1.6ml/lit.,en
asked about flowering pest in greengram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
small holes on leaves in green gram,recommended to chloropyriphos 2.5ml/lt water,en
control of   putha purugu in green gram,quinalphos     2  ml / lit of watetr,en
asked about fertliser management,"recommended ssp 100 kg,20 kg potash,200 kg cow dung/acre",en
time period of lgg460,spraying of nustar 80ml/200lt,en
pachapurughu green gram,"chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre  ??????????????(???????? , ?????????, ????? , ????????, ?????? ) ??????? 500 ??????  200 ??????? ?????? ????? ???????? ??????",en
green-gram sheath rot and powdery mildew,"spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres 
kerathi 400mi/acre in 200 lt water",en
leaf folder in green gram,recomended chloripyriphos 2.5ml/lit water,en
green gram flower,recommended spraying of agrominmax@1kg/acre,en
green gram pod borer,recommended to spray fame 20-40ml/acre,en
powdery mildew in green gram,recomended saff 2g/lit water,en
mixing the psudomonas with neem oil,not mixing psudomonas with neem oil,en
green gram  wilt,recomonded to xolon 400ml/1acre,en
anthracnose in green gram,recommended spray of mancozeb 2.5 grams/ litre in green gram,en
green gram plant protection,recommended spraying of calixin@200ml/acre,en
catter piller in greem gram,recomended spraying of  chloripyriphos 2ml/lit water,en
asked about greengram  market rate,rate is on average of 6000 rs /quintol,en
green gram powdrey mildew,recommemnded to wettable sulphur or kerathane 2ml/lit,en
greengram seed treatment,recommended to 30gm/carbo sulphan,en
micronutrient deficiency in gram,recomended agromin max 1kg/acre,en
greeen gram sowing time,greeen gram sowing time: feb to march.,en
green gram steam borer,spraying of chloropyriphas 2.5 ml/lit water,en
for yellowing of leaves in green gram,spraying of agrominmax 1kg/200lt,en
weedicids in pulses,recommended to spray imazitapyr (pursuit ) 300 ml per acre,en
pod borer in greengram,recommended spray of tracer 75 ml/ acre in green gram,en
green gram leaf spot,recomended bavistin 1gr/1lt water,en
zn defficiency in green gram,recommended for zinc sulphate 2 g/ltr,en
green gram flower drop,recomended in planofix 2.5ml/10lt water,en
green gram to flower,recommended to spray multi k@1kg/acre,en
green  gram variety lgg 460 duration,lgg 460 growth duration 60-65days,en
grengram powdery mildew,recomanded for dinocap 100 ml/200 liter water it cover,en
asked about pest in greengram,recommended to spray acephate@1gm/lit,en
asked about fruit borer in greengram,recommended to spray chlorophriphos@2.5ml/10lit,en
fertilizers in pesara,spray of urea 5gm/lof water,en
virus diseases in green gram,"dimethoate(rogar, rogarin) 400 ml per acre      ??????????(??????, ????????) ??????? 400 ??????  200 ??????? ?????? ????? ???????? ?????? 
acephate 1.5grms/lt water",en
greengram pod borer,recommondd spray of rogor 2ml/ litre in greengram,en
mite in red gram,recommended  kelthin 4ml/lit water,en
powderymildew in green gram,"recomended for carathaan 200 ml/acre, amister 150ml/acre",en
hole on leaves,recomended larvin 1.5 gm/lit water,en
whitefly in greengram,spraying of pride 100gms/200lt,en
white fly in green gram,recomended oberon 2ml/lit water,en
"cater pillar problem,can i spray chloropyriphos",can spray chloripyriphos,en
asked about herbicide in  greengram,suggest to spray  pendimethalin,en
control of spodoptera in green grams,spraying of monocrotophas 1.6ml/litre water,en
asked about drying of leaves,suggest to spray mancozeb,en
asked about drying of flowering,suggest to spray mancozeb,en
asked about germination of blackgram seeds after harvesting,suggest him to spray salt water,en
asked about control of leaf minor,spraying of chloripyriphos 2.5ml\l,en
growth is not good in green gram,use formula4 @ 5ml/liter water,en
how to control black ants in green gram,spray dimethoate @2ml per liter water,en
control of caterpillar in green grams,spraying of monocrotophas 1.6 ml/lit water,en
asked about  management of thrips in greengram,suggested to spray dimethoate @ 2g/lt of water,en
asked about greengram market price,greengram market price-kurnool rs.3400/- to rs.3600/- nalgonda-suryapet-rs.2449/-(rs./quintal)prakasam-addanki0-rs.3300 to rs.3400/-,en
green gram seed treatment,30g of carbosulfan per kg seed,en
asked about herbicide in greengram,suggest to spray quisalophosethyl,en
control of spodoptera in green gram,"spraying of monocrotophas 1,6 ml/lit water",en
asked about snow fall on greengram leaves,suggest to spray urea,en
control of yellow mosaic in green gram,spraying of dimethioate 2 ml/lit water,en
control of cuscuta in green gram,spraying of urea 10 grms/lit water,en
powery leaf folder,acephate 1gms chloripyriphos 2.5ml,en
greeen gram or blackgram,thanks for calling,en
crops which are sown in prakasham district,"in pulses, grren and blackgrams are grown",en
akutine puruju control,recommonded spray of  tracer 80 ml/ acre,en
herbicide details in greengram,spray pendimethalin 1.5 lit/acre,en
sucking pest in greengram,recommanded for acephate 300 g/acre,en
control of sucking pest in green grams,spraying of monocrotophos 1.6ml/li water,en
control of  leaf eating caterpillar in green grams,spraying of chloropyriphas 2.5 ml/lit water,en
storage of grams,suggested for application of malathion,en
asked about sowing of greengram,suggest him to sow in march,en
control of yellow mosaic in green grams,spraying of methyle dematon 2 ml/litre water,en
use of complex fertilizers,suggested before sowing it is better,en
green gram  leaf eatting  catter piller,recommended emamectin benozate 100g/acre,en
green gram treatment,green gram treatment: carbosulphan 30gm / kg  of seed,en
helicocverpa damage in tobbaco,sprey rec. dosage of profinophos 400gr./acr,en
proper growth in green gram,multi-k (13-0-45)1kg/acre in 200 lt water,en
green gram thrips,recommended to spray   monocrotophos 400 ml / acre,en
yellow mosaic disease problem in greengram,recommended to spray vector (white fly)control - acephate 300 gr/acre,en
cuscuta problem in green gram,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
green gram weed management,recommended spray parsut 250ml/acre,en
flower development in green gram,recommended to spray multi-k 1kg/acre,en
sowing season for green gram,advised to sow in first week of february,en
pest pro. in grenn gram,"recommended to spray difenthiuron(polo,pegasus) 300 grams/acre",en
green gram bacterial wilt,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
disease damage in green gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
cercospora leaf spot in in green gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
leaf eating catrepillar infestation in green gram,proclaim 100 grams/acre in 200 lt water,en
green gram nutrient management,recommended for spray 13-0-45 (multi-k) 1 kg/ acre,en
"yellow mosaic
(pallaku tegulu)of green gram",spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly).,en
leaf folder damage in green gram,profinofos 400 ml/acre in 200 liter water,en
pest attack in green gram,recommended to spray quinalphos 400ml/acre,en
green gram vegetative growth,recommended to spray multi-k (13-0-45)1kg/acre in 200 lt water,en
green gram yellow vein mosaic,recommended to spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water,en
green gram leaf spots,recommended to spray merger  400 grams per acre,en
helicoverpa damage in pulses,recommended to spray chloripyriphos 500 ml/acre,en
cowpea leaf eating caterpillar,recommended to spray chloripyriphos 500 ml/acre,en
green gram weed control,"recommended to spray imazitapyr ( weedblock, pursuit, ) 300- 400 ml per acre",en
green gram yellow mosaic damage,recommended to remove effected plants &spray acephate 1.5 gram / liter water,en
query about the greengram varieties,"recommended varieties of greengram: lgg 450,460, 407 and 410",en
cercospora leaf spot in green gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
green gram mosaic virus,apply dimethoate 400 ml per 200 litres of water/acre.,en
herbicides in green gram,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre,en
disease damage in pulses,recommended to spray merger  400 grams per acre,en
green gram varieties,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
white fly problem in greengram,recommended to spray acephate 300 gr/acre in  200 lt water,en
reduced growth in green gram,recommended to  spray multi k,en
herbicides in pesara,dont spray any weedicide,en
sucking pest pro. in green gram,sprey rec. dosage of neem oil,en
cultivation of green gram,seed treated with carbo salphan,en
green gram yellow mosaic,recommended to spray acetamiprid 50gm or emidacloprid 60ml or acephate 300gm or oberon 250ml/acre in 200 lt water,en
tobacco caterpillar problem in greengram crop,recommended to spray plethora (nuvalyuron+indoxcarb) 350 ml/acre,en
white flies in green gram,recommended to spray neem oil 1 l/ac,en
sucking pests in green gram,"recommended to spray acetamipride(pride, manik,vermit) 40 grams per acre",en
post emergence herbicides problem in green gram crop,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
disease damg in chillies,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
green gram grow thing,green gram grow thing : recommended to spray 19:19:19 1kg/ac,en
yellow mosaic(pallaku tegulu) in green gram,spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly).,en
green gram trips,recommended for spray acephate 300 gr/acre in  200 lt water,en
yellow mosaic disease problem in green gram crop,recommended to spray for vector (13-0-45) control: acephate 300 gr/acre,en
helicoverpa damage in greengram,proclaim 100 grams/acre in 200 lt water,en
disease  dmage in greenb gram,"recommended to spray propiconazole (tilt, radar)  200 ml per acre",en
green gram weead management,recommended to spray quizalopop ethyl(targa super) 400 ml per acre,en
green gram tabocco caterpillar,recommended to spray   monocrotophos 400 ml / acre,en
about management of the aphid,acephate 300 gr/acre in  200 lt water,en
green gram leaves yellowing and falling,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
cerkosprora leaf spot in green gram,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
greengram yellow vein mosaic,recommended to spray   monocrotophos 400 ml / acre,en
midge fly damage in,sprey rec. dosage of carbosulphan 400 gr./acr,en
green gram pre emergence herbicide,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre,en
green gram pod borer traps,"recommended for apply
 paddyhusk 2 kg + jagerry 1 kg + monocrotophos 500 ml and mix granules / acre",en
yellow mosaic (pallaku tegulu) in green gram,spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly).,en
weed managemnt in minumu,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
green gram vegative growth,recommended to spray 19-19-19 kg/acre,en
green gram leaf spot & yellow mosaic,"recommended to spray   monocrotophos 400 ml / acre 
saaf 2gr/lt water",en
herbicide in green gram after 45 days,not recommended,en
fungal infection in green gram,blitox(coc)600 gr/acre in 200 lt water,en
green gram stem rot,recommended to spray captan 2.5g/l,en
green gram seeds on subsidy,meet your agricultural officer.,en
greengram leaf eating caterpillar,recommended neem oil 5ml/liter water +1gram surf powder,en
pest pro. in pulses,recommended to spray chlorantriniprolu  (corazen) 40-60 ml/acre,en
leaf eating caterpillar of green gram,spray rogar 400 ml / 200 liter water,en
thrips damge in geeen gram,"recommended to spray difenthiuron(polo,pegasus) 300 grams/acre",en
green gram fertilizers appilication per acre,recommended spray 13-0-45kg/acre,en
green gram sucking pest control measures,"recommended to spray difenthiuron(polo,pegasus) 300 grams/acre",en
green gram sucking pests,suggested to spray dimethoate or fipronil 2 ml per lit of water.,en
flower drop of redgram,recommended to spray planofix 4.5 ml/20 litre,en
post emergence herbicides use in greengarm crop,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
green gram  powdery  mildew damage,wettable sulphor 3 gram / liter water,en
leaf eating caterpiller of green gram,spray acephate 300 gr/acre in  200 lt water,en
cuscuta weed in greengram crop,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
weed managementin green gram,recommended for spraying a profoxigiphos ( ggill) 1.25ml in 1 litre,en
green gram  growth management,recommended to spray multi-k 5 gram / liter water +  multi-k 5 gram / liter water,en
green gram spodoptera damage & pod borer,recommended for spray profinophos 400 ml & neem oil 1 liter / acre,en
post emergence herbicides use in green gram crop,"recommended to spray imazitapyr ( weedblock, pursuit, ) 300- 400 ml per acre",en
seed treatment in green gram,recommended to apply carbendazim @ 1 gram per kg seed,en
where available green gram seeds,bapatla research centre no given : 08643-225180,en
leaf eating caterpillars in greengram,recommended to spray chloripyriphos 500 ml/acre,en
about management of the spodoptera in greengram,recommended to spray emamectin benzoate (proclaim) 100 grams/acre in 200 lt water,en
seed var in green gram,recommended lgg-460,en
seed treatment in green gram.,recommended for seed treatment with carbosulfan @ 30 grams / 1 kg seed.,en
flowering & growthing,spray multi-k 1 kg per 200 litres of water/acre,en
chitta purugulu in greengram crop,recommended to spray choloropyriphos 500 ml/acre,en
post-emergence in green gram,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
weed management in greengram,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
green gram pod borer & sucking pest,recommended for spray acephate 1.5 grams + profinophos 2 ml/1 liter of water,en
"after spraying fungicide,water  should be given?",after fungicide we have to give water after three days,en
green gram root rot,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
green gram virus,"informed that viral disease has no chemical control. suggested to apply carbofuran or fipronil granules 6-8kg per acre to control vectors like aphids, thrips etc that transmit the disease. spray dimethoate @ 2ml/l or acephate @ 1.5g/l of water to control the vector (white fly)",en
cercospora leaf spot of green gram,spray carbendazim 500 g/ha or mancozeb 1000 g/ha,en
about management of the whitefly in green gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
growthing in green gram,multi-k (13-0-45)1kg/acre in 200 lt water,en
green gram ffertilizer management,"recommended for apply urea 20 kg, mop 30 kg/ acre",en
virus damage in green gram,recommended for spray acephate 300 gr/acre in  200 lt water,en
weed management inpulses,recommended to spray oxadiarzil (topstar ) 30 grams per  acre,en
green gram leaf eating catter piller,recommended spray thiodicarb (larvin)300g/acre,en
leaf spot in green gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
leaf heating cater piller,recomeded for nem oil 5 ml/lit water,en
pest attack in greengram,chloropyriphos 2.5ml/l water + acephate 1.5 gr/l water,en
yellowing of leaves in green gram,recommended rogar 400ml/acre,en
greengram weed management,pendimethalin 1 liter / acre,en
catter piller in green gram,plithora 350 ml/acre,en
green gram cultivation practices,"seed rate- 6-7 kgs, seed treatment - 30 grams of carbosulfan (marshall) per kg of seed   , crop duration- 70 days, fertilizers, n-8kgs, p- 20kgs/ac",en
pest infestation in green gram,"recommended to spray chlorpyrphos(korban, dursban, lethal,  radar) 500 ml per acre",en
flower drop control,recommended to spray planofix 4.5 ml/20 litre,en
ymv  disease control measures,control measures only by controlling white flies by spraying monocrotophos 2ml /1liter of water and use of resistant varities of such as lgg-460 and wgg-42 are best resistant varities of green gram for ymv resistant,en
green gram cercospora leaf spot,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
weedicides in green grams,recommended to spray phenoxy  prop-p-ethyl (whip super ) 200 ml acre,en
control of  leaf  eating  cater piller in  green gram,spray prophinophos    2 ml / lit  of water,en
green gram tobacco catterpiller,recommended to used chloripyriphos 6ml/litre for root drenching,en
green  gram sheath rot,recommended to spray spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
greengram root damage,recomended for blitox 3 gr/lit water,en
greengram dises problem,thiophanite methyl 1g./1lit. water,en
green gram borer,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
green gram podborer,"""recommended to spray propinophos (curecron, profex,don, bolero)  400 ml per acre",en
storage pest in green gram,"recommended to spray malathion( cythion,chemithion,more ) 400 ml per acre",en
green gram  weed management,recommended to spray phenoxy  prop-p-ethyl (whip super ) 200 ml acre,en
green gram leaf heating caterpiller,"recomended for chloripyripos 2,5 ml/lit water",en
fertilizers use in green gram,"recommended ssp 100kg/acre, 15kg/acre potash",en
green gram caterpillars,"recommended for recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
green gram cater piller,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
catter piller in greengram,plithora 350 ml/acre,en
leaf eating catter piller in greengram,"thiodecarb (????????, ????????, ????) 300 ml per acre",en
catter  piller in greengram,plithora 350 ml/acre,en
yellow mosaic virus damage,remove effected plants and spray acephate 1.5 gram / liter water,en
weedicide  at 15days in green gram,recommended to spray phenoxy  prop-p-ethyl (whip super ) 200 ml acre,en
weedicide- green gram,persuit 250 ml/acre in 200 liter water,en
fungal infestation in green gram,"recommended to spray hexaconazole(contaf, anvil)  400 ml per acre",en
green gram spodaptera damage,recommended for spray chloropyriphos 500ml/ acre,en
blister beetles in green gram,recomended chloropyriphos 2.5ml/lit,en
spodoptera in green gram,recomended larvin 1.5gm/ lit,en
control of pallaku tegulu in   green gram,spray agromin max  5gr/ lit of water,en
root rot in green gram,blitox 30 g and streptocyclin 1 g/10 ltr of water,en
stem borer & helicoverpa damage in green gram ?,"recommended for chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
pod borer in gram,recommended missile 2ml / lit water,en
black gram  sprey fertilizers,recommended for agrominmax or multi-k or 19-19-19 kg/acre,en
growth in green gram,"""multi-k 1kg/acre in 200 lt water    """,en
leaf eating cp in green gram,"chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
wilting of leaves in green gram,"recommended spray urea 5-10 grams/litre   
unstructured supplementary services data (ussd) applications *491*103#",en
powdery mildew in green gram ?,recommended to spray dinocap(kerathane) 400 ml per acre,en
fertilizer dosage for green gram ?,recommended for multy k ( 13-0-45 ) 1 kg/ acre,en
holes on green gram leaves,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre",en
sucking pest in green gram ?,recommended for dimethoate (rogar) 400 ml/acre,en
green gram fruit borer,"recommended to spray spinosad(tracer spinter , charge  ) 75 ml  per acre",en
green growth rcommendation,recommended to multi k 1kg/acre,en
flower drop in green gram,"recommended to spray planofix 4.5 ml/20 litre  
unstructured supplementary services data (ussd) applications *491*103#",en
"weedicide
in green gram",pendimethalin (stomp) 1.3 lts /acre,en
grwoth in green garam,"""recommended to  spray multi k (13-0-45) 1kg/acre in 200 lt water",en
green gram  sheath root,blitox 30gr and plantomycin 2 gr/ 10 lt water,en
post harvest control for chemicals ?,"recommended to spray malathion( cythion,chemithion,more ) 400 ml per acre",en
green gram pallaku desease,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre",en
fruit borer in green gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
green gram leaf eating cp,fame 20-40 grams/acre in 200 lt water,en
green gram  sucking pest,recommended for monocotophas 1.5 ml/liter or trizophas 2 ml/l,en
market information about green gram,"guntur  

bapatla  
0.1  black gram (whole)  tonnes  5900  6000  5950  rs./quintal 
ponnur  
0.1  black gram (whole)  tonnes  5900  6000  5950  rs./quintal",en
control of mosaic in green ram,spray oberan 150 ml / acre,en
monkeys damaging crops,make sounds of drums and crackers,en
asked about fungal disease in green gram,recommended to spray mancozeb@3gm/lit,en
green gram nutrient application ?,recommended for multy k (13-0-45 ) 1 kg/ acre,en
green gram leaf spots ?,recommended for blitox 3 grms/ 1 liter of water,en
green gram white flies,recommended to spray spiromecifin (oberon) 150ml/ac,en
asked about sowing maize sowing,recommended to grow green or blackgram,en
green gram flowering and pod borer,recommended to multi k 1kg/acre and koragin 80ml/acre,en
stem borer & fruit  in green gram ?,"chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
nutrient application for green gram ?,"recmmended for aplly 
urea 30kg & ssp 20 kg & mop 10 kg is recommended",en
control of pod borer in beans,spray prophino phos  2  ml / lit of water,en
weedcide green gram,not recomended at 25 das,en
flower drop in green gram ?,recommended for planofix 2.5ml/ 10 liters of water,en
control of micro nutrient  deficiency in minumu,spray agromin max  5  gr/ lit of water  +   19 19 19   1  kg/ acre,en
aske green gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
water requirement for green gram,recomended to apply water,en
yellow mosaic virus in green gram,remove effected plants and spray acephate 1.5gram / liter,en
greengram yellowmosaic virus,recommended for rogar 2 ml/lit water,en
greengram leaf curling,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre   ??????? (??????, ???????, ??????) ??????? 300 ???????? 200 ??????? ?????? ?????",en
cp in green gram,proclaim 90gr/200 lit water,en
helicoverpa damge in green gram,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
green gram leaf eatting catter piller,recommended thiodicarb 1.5g/litre of water,en
green gram leaf folder,recommended to spray flubendamide(takumi/sureksha) 125 gr per acre,en
seed varity in green gram,recommended lgg 407,en
tobacco catrepillar peoblem in greengram crop,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
leaf eating pest in greengram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
green gram  flowering & growthing,apply planofix 5 ml per 20 litre water,en
midge in green gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
weed control of greengram 30 das,recommended to spray imazitapyr (pursuit ) 400 ml per acre,en
rust  of green gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre ??o?????? (?????? m -45, ???????? m-45, ???????)",en
ym virus in greengram crop,recommended to spray acephate 300 gr/acre in  200 lt water,en
rot of black gam,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
leaf eating caterpillar attack in green gram.,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre",en
green sucking pest,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre",en
yellow mosaic - green gram,"-recommended to spray acephate (antaf, artin, lucid )  300 grams200 l water  per acre",en
leaf eating caterpillars,recommended to spray chloripyriphos 500 ml/acre,en
green gram downymildew,apply blitox 600 grams per 200 litres of water/acre.,en
green gram  leaf eatting catterpiller,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre",en
helicovarpa damege in greengram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
viral  infection in greengram,recommended to fipronil(regent)400 ml/acre  in 200 liter water,en
