QueryText,KccAns,Language
for flowering of redgram,spraying of planofix 50ml/200lt,en
control of putha purugu in   red gram,monocrotophos 1.6 ml / lit of water,en
redgram pod borer,recommended to spraying of fame 20-40ml/acre,en
sucking pest in red gram,recomended confidor 3ml/10liter water,en
roo rot in red gram,recomended blitex 3g/lit water,en
catter piller in red gram,recommended chloripyriphos 2.5ml/lit water,en
red gram root rot,recommended for coppor oxy chloride 3 g/ltr,en
cattter piller in red gram,recomended chloripyriphos 500ml/acre,en
for flower dropping,spraying of planofix 50ml/200lt for 7acres 350ml/1400lt,en
white fly in redgram,recommended spraying of marker 400ml and pride 100g /acre,en
red gram mgmt.,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre",en
red gram fruit borer,"recommended to spray spinosad(tracer spinter , charge  ) 75 ml  per acre",en
"flower dropping
in redgram","muilti k-1kg/acre (13-0-45)
agromin max 1kg/acre
propinophos 400ml/acre",en
red gram borer,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre",en
podborer in redgram,recommended spray of larvin 300gram/ acre in redgram,en
for helicoverpa in redgram,spraying of larvin 300gms/200lt,en
helicoverpa damage in red gram,"recommended to spray spinosad(tracer spinter , charge  ) 75 ml  per acre",en
nimatode damage in red gram,recommended for blitax 2.5 ml/ltre,en
irrigation in red gram,give irrigatiobn before flowering and fruiting time,en
helicoverpa in red gram,recomended misile 5ml/10lit water,en
reg gram  fruit and flower drop,spraying of planofix 2.5 ml/10 lit water,en
redgram fruit borer,spray tracer 75ml/ac.,en
fruit borer in red gram,recomended for neem oil 5ml/lt water,en
white fly in red gram,recommended spraying of marker 400ml and pride 100g/acre,en
"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre   ??????? (??????, ???????, ??????) ??????? 300 ???????? 200 ??????? ?????? ?????","recommended to spray acephate (antaf, artin, lucid )  300 grams per acre   
multi k (13-0-45) 5g/lit
agromin max 5g/lit",en
asked about tobacco cater pillar in red gram,recomended dichlorovas or novaluron,en
control of caterpillar in red gram,spraying of carbaryle 3 grm/lit water,en
asked about control of sucking pest in redgram,suggested to spray kwinolphos@2ml per liter water,en
asked about irrigation in red gram,suggested to go for 2-3 irrigations at critical stages,en
control of leaf eating cating in red gram,spraying of prophinophas 2ml/litre water,en
asked about yellowing of leaves,suggested to spray micro max,en
can red gram b sown continously,go for crop rotation,en
asked about pod borer red gram,recomended in chloripyriphos,en
tobacco caterpiller problem in redgram,recommended to spray chloripyriphos 500 ml/acre,en
redram helicoverpa dmage,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
red gram leaf eating caterpillar,recommended to spray chloripyriphos 500 ml/acre,en
pest pro. in pigeon pea,profinofos 400 ml/acre in 200 liter water,en
maruca worms in redgram crop,recommended to spray choloropyriphos 500 ml/acre,en
red gram flower borer,recommended to spray chloripyriphos 500 ml/acre,en
tobacco caterpillar problem in redgram,recommended to spray chloripyriphos 500 ml/acre,en
pest attack in red gram,recommended to spray quinalphos 400ml/acre,en
about management of the helicoverpa,recommended to spray chlorantriniprolu  (corazen) 40-60 ml/acre,en
helicovarpa damage in red gram,proclaim 100 grams/acre in 200 lt water,en
red gram sucking pest,"recommended to spray chlofenpyrphos  (intraprid, lepido) 300 ml per acre",en
red gram growthing,multi-k (13-0-45)1kg/acre in 200 lt water,en
sucking pest in redgram,oberon 250ml/acre in 200 lt water,en
spotted bollwarm in red gram,"spinosad 75 ml/acre sprinter  tracer  
 
recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
pod borer attack in redgram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
leaf folding catter pillar in red gram,recommended to spray   monocrotophos 400 ml / acre,en
flower dropping red gram,recommended to spray planofix 4.5 ml/20 litre,en
red leaf foldar,recommended to spray flubendamide(fame) 40-50 ml per acre,en
red gram die back disease,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
red gram sowing time,september 15th-octomber 15th,en
flower eating caterpillar in red gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
helicoverpa problem in redgram,recommended to spray plithora (nuvalyuron+indoxcarb) 350 ml/acre,en
red gram  water management,recommended to  apply light irrigation at flowering stage,en
pest  damage in red gram,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
red gram helicoverpa damage,recommended to spray  lambda cyhalothrin 400 milli liter / acre,en
red gram flower drof,recommended to spray agrominimax  1 kg /acre,en
flower droping in red gram,recommended to spray planofix 4.5 ml/20 litre,en
red gram  flower drop management,recommended to spray planofix 5 milli liter / 20 liter water,en
tobacco caterpillar problem in redgram crop,recommended to plethora (nuvalyuron + indoxcarb) 350 ml/acre,en
helicoverpa  damage in redgram,proclaim 100 grams/acre in 200 lt water,en
red gram flowering & growthing,spray planofix 5 ml per 20 litres of water,en
red gram leaf eating catter piller,recommended to spray flubendamide(fame) 40-50 ml per acre,en
tobacco leaf eating caterpillar infestation,proclaim 100 grams/acre in 200 lt water,en
red gram leaf eating catterpiller,recommended to spray flubendamide(fame) 40-50 ml per acre,en
about management of the flower eating caterpillar,recommended to spray flubendamide(fame) 40-50 ml per acre,en
flowering in red gram,recommended to spray planofix 4.5 ml/20 litre,en
flower drop in redgram,recommended to spray planofix 4.5 ml/20 litre,en
bacterial wilt in red gram,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
redgram white fly,recommended acephate 1.5gram/liter water,en
crop growth of redgram,spray multi-k (13-0-45)1kg/acre in 200 lt water,en
redgram flower droping,recommended spray planofix 5ml/20litres of water,en
redgram tobacco caterpillar,"recommended to spray chlofenpyrphos  (intraprid, lepido) 300 ml per acre",en
pest in red gram,recommended to spray plethora 350ml/acre,en
redgram flowering& growthing,spray planfix 5 ml per 20 litres of water.,en
leaf eating caterpillar in red gram,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
red grmam sucking pest,planofix 5 ml/20 liter / water,en
red gram  flowering,recommended to spray multi-k 1kg/acre,en
whitefly in redgram,spray oberan 200 ml per 200 litres of water/acre.,en
helicoverpa damage in red ram,proclaim 100 grams/acre in 200 lt water,en
funagl disease problem in red-gram crop,recommended to spray carbendizm 200 gr/acre,en
red gram water management,apply light irrigation   once at flowering stage,en
red gram caterpiller,recommended to spray chloripyriphos 500 ml/acre,en
red gram nutrient deficiency,recommended to spray 19-19-19 1 kg / acre in 200 lt water,en
fusarium wilt in redgram crop,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
proper flowering in red gram,multi-k (13-0-45)1kg/acre in 200 lt water,en
pod borer problem  in redgram,recommended to spray chloripyriphos 500 ml/acre,en
maruca worm problem in redgram,recommended to spray chloripyriphos 500 ml/acre,en
red gram leaf foldar,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
red gram flower & pod borer,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
red gram stem rot,"recommended to spray propiconazole (tilt, radar)  200 ml per acre",en
leaf folder in red gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
red gram leaf hopper,recommended to spray   monocrotophos 400 ml / acre,en
red gram flower droping,recommended spray planofix 50ml/acre,en
red gram leaf eating cater piller,monochrotophos 1.6 milli liter /liter water,en
about management of the mite,"recommended to spray dicofal(kelthane, mite, hillfol) 1000 ml per acre",en
nutrient managment in  red gram,multi-k/1kg/acre/200liters of water,en
red gram flower pest,recommended to spray chloripyriphos 500 ml/acre,en
proper growth in red gram,multi-k (13-0-45)1kg/acre in 200 lt water,en
red gram maruka vitrata damage,lambda cyhalothrin 400 milli liter / acre,en
red gram mite,"recommended to spray dicofal(kelthane, mite, hillfol) 1000 ml per acre",en
crop rattoning details,thank you for calling,en
red gram leaf spot damage,mancozeb m-45 2 gram / liter water,en
about management of the flower dropping,recommended to spray planofix 4.5 ml/20 litre,en
red gram flower dropping,recommended to spray planofix 4.5 ml/20 litre,en
leaf eating caterpillerof redgram,spinosad 75 ml/acre sprinter  tracer  200 l water,en
stem rot in red gram,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
red gram pod flies,recommended to spray chlorantriniprolu  (corazen) 40-60 ml/acre,en
about management of the leaf eating caterpillar,recommended to spray chloripyriphos 500 ml/acre,en
red gram leaf eatting catter piller,recommended to spray flubendamide(fame) 40-50 ml per acre,en
red gram leaf spot,recommended to spray emistar 150ml /acre,en
information about intercultivation,recommended to 30 and 60 days,en
cater market infortion,26/12/2015 16.8 castor seed 3166 to 3295 /- rs / qtl,en
redgram flowering & growthing,spray multi-k 1kg per 200 litres of water/acre.,en
red gram white flies,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre",en
leaf eating caterpillar infestation in red gram,proclaim 100 grams/acre in 200 lt water,en
about management of the maruca in red gram,recommemded to spray flubendamide(takumi) 125 grams  per acre in 200 liter of water,en
red pod borer,recommended to spray lamda saihalothrin  400ml /acre,en
leaf eating caterpillar of redgram,spinosad 75 ml/200l water acre sprinter  tracer,en
maruca worm in redgram crop,recommended to spray chloripyriphos 500 ml/acre,en
tobacco caterpiller problemi in redgram,recommended to plithora (nuvalyuron+indoxcarb) 350 ml/acre,en
red gram spodotera litura,recommended to spray lamda saihalothrin 400ml /acre,en
leaf eating caterpiller of redgram,spinosad 75 ml/acre sprinter  tracer200 l water,en
redgram sucking pest,recommended spray acephate 300g/acre,en
red gran drought stage,recommended to spray urea 10gm / lit,en
flower drop in redgram.,recommended to spray planofix 4.5 ml/20 litre,en
red gram die back,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
maruca worms problem in redgram crop,recommended to spray choloropyriphos 500 ml/acre,en
leaf eating caterpillar attack in red gram.,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
pod borer problem in redgram crop,recommended tp spray rinoxpril (coragen) 60 ml/acre,en
sucking pests in red gram,recommended to fipronil(regent)400 ml/acre  in 200 liter water,en
spiny pod borer of redgram,recamanded spray spinosad 75 ml/acre sprinter  tracer 200 l water,en
helicoverpa problem in redgram crop,recommended to spray chloripyriphos 500 ml/acre,en
red gram pod brer,recommended to spray flubendamide(fame) 40-50 ml per acre,en
red gram leaf eating caterpillr,recommended to spray proclaim 100 grams/acre in 200 lt water,en
cow pea  helicoverpa damage,lambda cyhalothrin 400 milli liter / acre,en
yellow mosaic virus disease problem in blackgram,recommended to spray vector control: acephate 300 gr/acre,en
red gram   flower   drop,recommended to spray planofix 4.5 ml/20 litre,en
red gram caterpillar,recommended to spray lamda cyhalothirne 1.5ml/l,en
red gram flower growth in fertilizers,recfoliar spraying of 2%kcl + 100 ppm boron during dry spell as mid season management practice in black gram during rabi season is recommended to increase the yield over kcl spray alone .,en
redgrams flowering & growthing,spray planofix 50 ml per 200 litrs of water/acre.,en
red gram leaf flodar,recommended to spray   monocrotophos 400 ml / acre,en
red gram   pod  borers,recommended to spray flubendamide(fame) 40-50 ml per acre,en
midge fly infestation in red gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre   ?????????? ??????? (???????????",en
helicoverpa problem in red gram,recommended to spray plethora (nuvalyuron + indoxcarb)350 ml/acre,en
redgram leaf foldar,recommended to spray   monocrotophos 400 ml / acre,en
red gram tobacco caterpillar,recommended to spray chloripyriphos 500 ml/acre,en
maruca worm problem in redgram crop,recommended to spray profenophos 2.5 - 3.0 ml/li water,en
redgram gram caterpillar,"recommended to spray chlofenpyrphos  (intraprid, lepido) 500 ml per acre",en
tobacco leaf eating caterpillar infestation in red gram,proclaim 100 grams/acre in 200 lt water,en
flower growth in red gram,recommended to spray planofix 4.5 ml/20 litre,en
sucking pest of redgram,spray  rogar 400 ml / 200 liter water,en
early growth in red gram,recommended to spray multi-k 1kg/acre,en
red gram pod borar,recommended to spray chloripyriphos 500 ml/acre,en
leaf eating caterpillar infestation in re dgram,proclaim 100 grams/acre in 200 lt water,en
leaf eatuing caterpilklasr infestattion in red gram,proclaim 100 grams/acre in 200 lt water,en
red gram leaf foldar & flowerv development,recommended to spray lamda sailothrin 400ml  & agrominimax 1 kg /acre,en
red gram tabacco cater pillar,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
for increase crop growth in red gram crop,recommended to spray multi k (13-0-45) 1kg/acre,en
red gram pest damage,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
red gram market info,9500-1150 rs/quintal :red gram market info,en
helicoverpa damage in redgram,proclaim 100 grams/acre in 200 lt water,en
floweer drop control,planofix-50ml/acre/200liters of water,en
redgram flower drop,"recommanded for naa @ 5 ml in 20 liter water:recommanded for naa @ 5 ml in 20 liter water, pod borer: emactin benzoiate 90 g per 200 liter water it cover one acere",en
reed gram flower borer,recommended for spray profenophos 400 ml / acre,en
white fly on redgram,"spray, imidacloprid 1ml/l water + lamda cyhalothrin 2 ml/l water",en
root rot problem in redgram,recommended to spray copper oxychloride 600 gr/acre,en
pest attack  in red gram,recommended to spray   monocrotophos 400 ml / acre,en
flower groth in redgram,recommended to spray planofix 4.5 ml/20 litre,en
leaf eating caterpiullar infestation in redgram,proclaim 100 grams/acre in 200 lt water,en
sucking pest problem in redgram,recommended for spray acephate 300 gr/acre in  200 lt water,en
red gram white fly,recommended for spray acephate 300 gr/acre in  200 lt water,en
reduced flowering in red gram,recommended to  spray multi k,en
red gram flower drop management,recommended to spray planofix 50 ml / 200 liter water /acre,en
red gram wilting,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
root rot problem in red gram,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
fame 10 ml,recommended for spray flubendamaide (fame ) 20-40 ml/ acre in 150-200 liters of water,en
pallak tegulu in pulses,sprey  rec. dosage of neem oil,en
yellow color leaf in red gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
red gram moisture stess,recommended spray urea 20 gram/litre of water,en
red gram leaf floder,recommended to spray   monocrotophos 400 ml / acre,en
red gram nutrient management,recommended for spray 13-0-45 (multi-k) 1 kg/ acre,en
leaf rolling in red gram,recommnded monocrotophos 1.6 ml/liter water,en
tobacco catterpiller problem in redgram,recommended to spray chloripyriphos 500 ml/acre,en
podfly damage in red gram,sprey rec. dosage of karetae 400-500ml,en
red gram flower  droping,recommended spray planofix 50 ml/acre,en
pest infestation in red gram,flubendamide-125gm/acre/200liters of water,en
red gram leaf eatting catterpiller,recommended to spray flubendamide(fame) 40-50 ml per acre,en
red gram flower growing fertilizers appilication,recommended spray urea 10g/litre of water,en
midge in red gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
red gram spodoptera litura,recommended to spray lamda saihalothrin 400ml /acre,en
pest damage in tomato,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
about management of the  borers,recommemded  to spray flubendamide(fame) 40-50 ml per acre,en
growth in red gram,multi-k (13-0-45)1kg/acre in 200 lt water,en
sterility mosaic problem in redgram,"recommended to spray dicofal(kelthane, mite, hillfol) 1000 ml per acre",en
about management of the borers in red gram,recomended to spray flubendamide(fame) 40-50 ml per acre,en
shoot borer in red gram,recommended to spray chloripyriphos 500 ml/acre,en
red gram flower development,recommended to spray agrominimax 1kg /acre,en
distance between plants and rows,distance between plants and rows 90 cm and plants 20 cm,en
weed management in redgram,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre /200 litre water,en
red gram grass blue butterfly,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre",en
red gram best variety,recommended palnadu,en
red gram growth promotor,13-0-45 1 kg /acre in 200 liter water,en
pegion pea wilt,recomonded dosage coc 3gr/lit water,en
red gram sowing tim e,recomended for june-july,en
red gram herbicide,recommended to spray quizalopop ethyl(targa super) 400 ml per acre,en
redgram fertilizer dosage,"nitrogen 8 kgs, 20 kgs phosphorous",en
red gram sowing time and varieties,"red gram sowing time and varieties - june to july and varieties- l.r.g-30 , l.r.g-38, l.r.g-41",en
red gram fertilizers,nitrogen 8 kg + phasporus 20 kg/ acre + 2 tonnes of fym / acre,en
red gram seed treatment,suggested to treat the seed with imidachloprid 5ml/ liter of water dip for the 12 hours then apply  thiram/captan @ 3 g/kg seed before sowing. finally apply rhizobium culture for seed and immediately sowing should be done,en
red gram weed management,recommended to spray quizalopop ethyl(targa super) 400 ml per acre,en
redgram cultural practices,recommended to all practices,en
pegion pea growth,recomonded doasge multi k 1kg/acre,en
red grams sowing times,recommended for sowing june-august,en
fertilizer for redgram,urea 20kgs and potash10kgs,en
redgram  root rot,copper oxy chloride (blitox) 600 grams per acre,en
aphids in red gram,recomended confidor 3ml/10lit water,en
wilt in redgram,recommended for  blue coper 3 g/l,en
leaf folding in redgram,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre",en
red gram market rate,"01/03/2014 0.1 (whole) 3900 4000 3940 
 02/03/2014 0.1 (whole) 3900 4000 3940 
 03/03/2014 0.1 (whole) 3900 4000 3960 
 04/03/2014 0.1 (whole) 3900 4000 3960 
 05/03/2014 0.1 (whole) 3900 4000 3950 
 06/03/2014 0.1 (whole) 3920 4000 3970 
 07/03/2014 0.1 (whole) 4300 4400 4350 
 08/03/2014 0.1 (whole) 4300 4400 4350 
 09/03/2014 0.1 (whole) 4300 4400 4350 
 10/03/2014 0.1 (whole) 4300 4400 4360 
 11/03/2014 0.1 (whole) 4300 4400 4370 
 12/03/2014 0.1 (whole) 4300 4400 4330 
 13/03/2014 0.1 (whole) 4300 4400 4330",en
red gram yeilding,red gram yeilding 7-8 q/ac,en
red gram season for rabi,red gram season for rabi:septer 15 to october 15,en
red gram  white  fly damge,acephate 1.5 gram / liter eater,en
red gram  leaf eatting catter pller,proclaim 100 grams/acre in 200 lt water,en
maruca worm in redgram,recommended to spray chloripyriphos 500 ml/acre,en
fruit fly attack in redgram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
red gram fusarium wilt,recommended to spray propiconazol (tilt ) 200ml /acre,en
red gram  white flies damage,acephate 1.5 gram / liter water,en
leaf eating catterpiller of redgram,spinosad 75 ml/acre sprinter  tracer 200 l water,en
jassids in red gram,apply prochlaim 100 grams per 200 litres of water /acre,en
leaf eating pest,recommended to spray acephate 300 grams per acre,en
red gram fertilizers appilication,recommended 13-0-45kg/acre,en
wilting in redgram.,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
fruit fly in red gram.,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
cohinophora blight in redgram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
red gram bacterial wilt,recommended for soil drench with coc 30 grams + streptocycline 1 grams/ 10 litres of water,en
growth in redgram.,recommended to spray multi k 1 kg / acre,en
red gram sterility mite,recommended to spray dimethoate(rogar) 400 ml/acre,en
red gram red ants damage,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
fertilizer management in red gram,recommended 1 bag of dap and 35-40 kg urea at last ploughing in red gram,en
tobacco caterpillar in red gram,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
fertilizer use in thrid spilit.,recommended for no use of fertilizers.,en
sucking pests attack.,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 400 ml per acre",en
growthing in red gram,recommended to spray 19-19-19 kg/acre,en
green gram flowering & growthing,spray multi-k 1kg per 200 litres of water/acre,en
more flowering in redgram,recommended to spray multi k 1kg/acre,en
blight in bengal gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
more flowering in red gram,recommended to spray multi k 1 kg per acre,en
mirge fly in red gram,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acr",en
termites in red gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
red gram flower  formation,recommended to  spray multi k (13-0-45) 1kg/acre in 200 lt water,en
crop growth of red gram,recommended to  spray multi k (13-0-45) 1kg/acre in 200 lt water,en
flower drop in red  gram,recommended to spray planofix 50 ml/acre,en
green leaf hopper in red gram,recommended ulala 75 grams per acer,en
flower formation in red gram,recommended to spray 19-19-19 kg/acre,en
flowerb drop control in red gram,spray planofix-50ml/acre/200liters of water,en
white flys in red gram,"recommended to spraytraizophos (titan,hosthathion 300 ml/200 lts /acre",en
red gram  flowering & growthing,apply planofix 5 ml per 20 litre water,en
redgram mealy bug,recommended monocrotophos 2ml/liter,en
leaf eating caterpillar attack in red gram,spray neem oil @ 5 ml /1 litre of water,en
tobacco leaf eating caterpillar in red gram,proclaim 100 grams/acre in 200 lt water,en
red gram flower drop and gram pod borer,recommended to spray planofix 4.5 ml / 20 litre water and chlorpyrifos 500 ml / acre,en
maruca worm problem inchilli crop,recommended to spray chloripyriphos 500 ml/acre,en
dry root rot in red gram,recommended to spray  copper oxy chloride 3 gram /1 liter water,en
red gram fruit borer and flower borer,recommended for spray chloropyriphos 500ml/ acre,en
tobacco leaf eating caterpillar infestation in redgram,proclaim-100gm/acre200liters of water,en
jassids managemnent in red gram,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre",en
tobacco leafe ating caterpuillar inbfestation in red gram,proclaim-100gm/acre/200liters of water,en
flower dropping in red gram,"spray, planofix 5 ml/20 l water",en
helicoverpa infestation in redgram,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
root rot in red gram,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
research station on redgram.,research station on redgram.-podalakuru-08621– 285279,en
crop groth of redgram,recommended to  spray multi k (13-0-45) 1kg/acre in 200 lt water,en
leaf roller atatck in redgram.,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre",en
midge flies of red gram,advised to spray triozophos 400 ml or marshal 400 ml per acre. also suggested to spray chloropyrephos 500 ml/acre 7 days after first spray if necessary,en
whitefly attack in red gram.,recommended to spray acephate along with neem oil,en
reed gram    helicoverpa damage,monochrotophois 1.6 milli liter / liter water,en
boron dfeciency in redgram,recommended to spray borax @ 1.5 grams / 1 litre of water.,en
flower development in red gram,recommended to spray multi-k 1 kg/acre,en
red gram spodoptera  litura and flower drof,"recommended to spray monocrotophas 400ml /acre 
recommended to spray planofix 50ml /acre",en
mosaic in red gram,recommended to spray dinocap(kerathane) 400 ml per acre,en
sowing time redgram,sowing time september 15-october 15,en
red gram leaf folder and spots,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 2ml/l + recommended to spray carbendazim 1g/l",en
sowing time of redgram,sep 15 tooct 15,en
helicoverp admage in red gram,recommended to use plitora 350 ml/acre,en
pproper growth in red gram,recommended to spray 19-19-19 kg/acre,en
red gram flower  borer and leaf borer,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
plant growth of redgram,recommended to  spray multi k (13-0-45) 1kg/acre in 200 lt water,en
red gram leaf folder damage,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre",en
flower devlopment in red gram,recommended to spray multi-k 1 kg/acre,en
jassids damage in red gram,sprey rec. dosage of regent 400ml./acr,en
"red gram thrips ,spodoptera litura",recommended to spray monocrotophas 400ml /acre,en
red gram thrips and spodoptera,recommended to spray monocrophas 400ml /acre,en
rust of green gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
pod borer problem in redgram,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre",en
bollwarms in red gram,recommended nuvoluran  350 ml per acer,en
sucking pest in read gram,recommended to spray acephate 300 gram/acre,en
sucking pet pro. in redgram,"recommended to spray dimethoate(rogar, rogarin) 400 ml per acre",en
redgram suckuing pest,"recommended to spray spinosad(tracer, spinter , charge  ) 75 ml  per acre",en
leaf mosaic in redgram,"recommended to spray dicofal(kelthane, mite, hillfol) 1000 ml per acre",en
pod borer attack in red gram.,spray neem oil @ 5 ml/ 1 litre of water.,en
floering & growthing in redgram,spray multi-k 1 kg per 200 litres of water/acre.,en
red gram white flies damage,monochrotophos 1.6 milli liter / liter water,en
red gream spodotera litura,"""recommended for spray profenophos 600 ml / acre  with surf 1 gram in one liter water",en
red gram spodotera litura and flower drof,"recommended to spray chlorpyrphos(korban, dursban, lethal,  radar) 500 ml per acre  
recommended to spray planofix 5ml/20 lit",en
macrophomina wilting disease,"recommended to spray chlorothalanil(kavach, daconil, bravo)  400 grams per acre",en
