QueryText,KccAns,Language
"bacterial leaf spot
in chilli",30g copper oxy chloride+1g streptocyclin/10 lit of water,en
chilli curling and growth,"recommended to spray fipronil(regent, billgran, salvo) 400 ml per acre    
growth multi-k 1kg/acre 200lt water",en
reddening of new leaves in chilli,recommended for cupper oxy chloride 30grms + streptomycin 1grm/ 10 lt water,en
shoot rot in chilli,copper oxy chloride (blitox) 600 grams per acre,en
chilli yellowing of leafs,coc30grm 30grm+streptocycline 1grm/10lit water,en
chilli pod borer,"recommended to spray thiodecarb (larvin, spirin, check) 300 grams per acre",en
asked about fertilizers in mango,recommended to spray multi k@5gm/lit,en
virus control in chilli,recommended spray of confidor 80 ml/ acre in chilli,en
conrtol of flower drop in   chillli,planofix   5 ml / 20   lit of water,en
sucking pest in brinjal,recomended rogar 2ml/lit water,en
asked about chilli virus disease,recomemnded thimoethaxam 40 grams/200 lit of water,en
for leaf spot in chilli,spraying of bavistin 100gms/100lts,en
chilli  leaf blight,blitox 600 gr/acre and  streptocycin 1 gr/10 lt water,en
flower and fruit dropping in chilli,spraying of 13:0:45 1kg/200lt+biozyme 400ml/200lt next oberon 200ml/200lt,en
asked about chilli virus,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre",en
chilli  pod borer,neam oil 5ml/liter and quinolphos 400ml/acere,en
curling of fruits in chilli,recomended for rogar 400ml/acre,en
asked for market information,your number is updated for market rates,en
chilli white flies,spray oberan 150ml/ac.,en
midges in chilli,"recommended to spray spinosad(tracer spinter , charge  ) 75 ml per acre",en
chilli upward curling,"recommended to spray fipronil(regent, billgran, salvo) 400 ml per acre",en
chilli leaf blite,recommended for coppor oxy chloride 3 g/ltr,en
chilli leaf spot,spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres    10 ??????? ?????? 30 ???????? ????????? ????? ?? ???? ??????????????????,en
chilli k deficiency,recommended spraying of multi k@1kg/acre,en
chilli to control flower drop,recommended spraying of planofix@50ml/acre,en
bacteria leaf spots,recommended to spray spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
asked about upper leaf curling,recommended pegosis 1.5 grams/lit of water,en
chilli leaf curi,recomended jolan 400ml/acre,en
chilli downy mildew,recomended amister 150ml/acre in 200 lt water,en
rootrot in chilli,drench the soil with ridomil 400gms/200lt,en
for flower drop in chilli,"spraying of planofix 50ml/200lt ,19:19:19 1kg/200lt+siapton 400ml/200lt",en
for flower dropping in chilli,spraying of 13:0:45 1kg/200lt,en
chilli cercospora leaf sport,mancozeb 500gr/ acre in 200 lt water,en
sucking pests chilli,super confider 2ml/ 1 lt water,en
for virus in chilli,spraying of spintor 75ml/200lt next neemoil 1lt/200lt+surf 100gms,en
control of   midge  fly   in chilli,spray  hostathion      300   ml / acre,en
chilli bactrial leaf blight,"copper oxy chloride (blitox) 30 grams  + sterptocyclin 1gm
+10 lit",en
dosage of agromin max and aminoacids,"spraying of agromin max 1kg/200lt,aminoacids 400ml/200lt",en
bacterial  leaf spot in chilli,recomended blitex 30g+streptocyclin 1g +10lit water,en
"sucking pest
in chilli","recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
bactria leaf spots,spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
chilli bacterial leaf spoot,coc30gr+2gr steptocyclin /10 lit water,en
up ward curling in chilli,recomended  confidor 0.6ml/lit water,en
asked about powdery mildew in chilli,recommended to spray kerathane@200ml/lit,en
virus in chilli,"spraying of spintor 75ml/200lt,next agromin max 1kg/200lt+19:19:19 1kg/200lt",en
chilli leaf spot and suckingn pest,"recommended to spray spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres    
confider 60ml/acre",en
chilli mosoic virus,remove the plants,en
leafhoppers in chilli,recommendation of marshal 400ml/200lt,en
sucking pest in mirchi,recomended super confidor 3ml/10lit water,en
chilli powdery mgmt,"wettable sulphur(sulfex, sultop, )  600 grams per acre",en
chilli green caterpillar,"recommended to spray thiodecarb (????????, ????????, ????) 300 ml per acre",en
for leaf curling in chilli,"spraying of spintor 75ml/200lt,next 19:19:19+siaptin 400ml/200lt",en
chilli bacterial leafspot,recomended blitox 30gr/ 10 lt water,en
chiili bacterial leaf blight,recommended to coc 30gms+ streptocyclin 1gm +10lit water,en
yellowing of chilli leavs,recomended for cupper o0xy chloride 30grms+streptocyclin 1grm in 10lt water,en
asked about sucking pest in chilli,recommended to spray monocrotophos@2ml/lit,en
mite damage in brinjal,"dicofol(kelthane, mite, hillfol) 1000 ml per acre",en
flower drop in chillies,recommended for planofix 2.5 ml/10 ltr of water,en
chilli to flower,recomended to spray agromin max 5grams/litre,en
gall midge in chilli,trizophos 400 ml/acre (hostathion  titan),en
asked about powder mildew in chilli,reommended to spray kerathane@100ml/lit,en
asked about chilli midge,recommended trizophos 250 ml/200 lit of water,en
asked about endu tegulu (wilt),recommended 3 grams copper oxy chloride /lit of water,en
chilli bacterial leaf spot,spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
chilly sucking pest,"recommended to spray imidachloprid(confidor, tatamida , victor ,atom  ) 160 ml per acre",en
flower dropping in chillie,spray of planofix 2.5 ml/10 l of watwer,en
chille flower drop,recomended in planofix 2.5ml/ 10lt water,en
chilli spodoptera in chilli,recommonded spray of tracer 75ml/ acre in chilli,en
chili upward curling,"recommended to spray phoslone (jolone, faslone) 600 ml per acre",en
chilli flower drop and growth,"recomended planofix 50ml/acre in 200 lt water
multi-k 1kg/acre in 200 lt water",en
chilli top dressing,recommended application of urea 50 kg+ potash 20 kg per acre in chilli,en
chili bacterial leaf blight,recommended to coc 3gm + sterptocyclin 1 gm + 10lit water,en
virus diseases in chilli,"recomended for fipronil 400ml/acre, trizophus 300ml/acre",en
asked about nutrient deficieny in chilli,"recommneded to imidachloprid(confidor, tatamida , victor ,atom  ) 50 ml per acre",en
chilli  flower drop,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
powderymildew in chilli,recommonded spray of karathene 400ml/ acre in chilli,en
chilli bacterial leaf blight,recommended to coc 30gm and streptocyclin 1gm and,en
chilli sucking pests,recommended to confidar super 50ml/acre,en
gal midge in chilli,recommended spray of trizophos 300 grams/ acre in chilli,en
chille leaf spot,recomended in cuper oxichloried 30gm 1gmstreptocycline/10lt water,en
black spot on chili fruit,recomended propineb 2ml/liter water,en
chilly stem rot,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
asked about flower drop in chilli,recommended to spray planofix@2.5ml/10lit,en
chilli cucumber mosaic virus,"recomended for coc 3gr/lit,coc 30 gr/lit",en
white fly in chili,recomended oberon 2ml/liter water,en
yellowing of leaf in chillie,"recommended to spray propinophos (curecron, profex,don, bolero)  400 ml per acre",en
chlli flower to drop,recommended to spray planofix @ 50ml/acre,en
asked about chilli leafspot,leaf spot can be controlled by spraying mancozeb 2 g/lit or copper oxychloride 2.5 g/lit.,en
caterpillar in chilli,"triazophos (hostathion, titan, sutathion) 300 ml per acre",en
yellowing of leavs and falling in chilli,recomended for blitox 30grms + 1grm streptocyclin in 10 lt water,en
white flie attack,recommended confidor 80ml/acre,en
bacteria  leaf spots,recommended to spray copper oxi chloride 30gms+1gm streptocyclin in 10lit water,en
asked about weedicide in chilli,recommended hand weeding,en
chilli yellowing of leaf,copper oxy chliride 3grm/lit water,en
yellowing of leaves and fall down,recomended for tilt 200ml/acre,en
black spots on leaves,recommended blitox 30g+2g plantamycin/10liters,en
drying of tomato leaves,recomended for mancozeb 3grms/lt water,en
control of virus in chilli,remove and destroy the plants,en
control of virus tegulu in chilli,remova and destroy   the plants,en
asked about chiilii virus disease,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre",en
chili flower drop problem,planopix 2ml/10lit water,en
pod borer in chilli,recomended missile 5ml/10liter water,en
chilli growth abd powdery mildew,"multi- k 1kg/acre in 200 lt water
dinocap(kerathane) 400 ml per acre",en
drying of new leaves in chilli,recommended for cupper oxy chloride 30grms+ streptocyciln 1grm in 10lt water,en
asked about fruit rot,recommended propicanazole 1 ml/lit of water,en
white fly in chilli,"recomended for fipronil 400ml/acre, trizophus 300ml/acre",en
yellowing of leavs in chilli,recomended for agromin max 5grms/lt water,en
white fly in  chilli,recomended for 180 m/acr,en
chilli black spots,"recommended to spray propiconazole (tilt, radar)  200 ml per acre",en
midge fly in chilly,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
folding leaves in chilli,recomended for fipronil 400ml/acre,en
tracer and pride chemical mixing,can spray individually,en
flower drop in chilies,recommended for planofix 2.5 ml/10 ltr of water,en
chilli sheath rot,recommended to spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
blacl spots on leaves,recommended blitox 30g+2g plantamycin/10liters,en
asked about chilli floering pest,recommended to spray marshall@400ml/acre,en
thirps in chilly,"recommended to spray fipronil(regent, billgran, salvo) 400 ml per acre",en
asked about thrips in chilli,recommended to spray rogar@2ml/lit,en
chilli die back,head line 100ml/acre,en
asked about growth in chilli,recommended to spray multik@5gm/lit,en
chille powder mildew,recommended to spray dinocap(kerathane) 400 ml per acre   ?????????? (??????)   ???????? 400 ?? ???  200 ??????? ?????? ????? ???????? ??????,en
chilli sucking pests and growth,"oberon 0.4ml/ lt water
multi-k 1kg /acre in 200 lt water",en
spodoptera in chilli,recommended spray of tracer 75ml/ acre in chilli,en
root grubs in chilli,recomended chloro 6ml/lit water,en
weed management chilli,not recomended,en
chilli fruit rot,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
upward leaf curl,recommenmded jolone 400ml/acre,en
growthing in chilli,recommended  multi k 1kg /acre,en
fertilizers for chilli 2nd dose,recomended urea and potash,en
chilli sucking pests and bacteria leaf spot,"oberan 0.4ml/lt water
spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres",en
chilly thrips and midge,recommended to jump 30-40 gm,en
to reduce herbicide toxicity,recommended spray of multi-k 5grams + agomin max 5 grams/ litre in chilli,en
fruit borer and fruit kullu in chilli,"spraying of captaf 400gms/200lt ,next 13:0:45 1kg/200lt",en
chilli yellow leaf,recommended for coppor oy chloride 3 g/l1g/ltrtr and streptocycline l1g/ltrtr,en
kuchhumudata in chilli,remove the plants which having virus next spray 19:19:19 1kg/200lt+biozyme 400ml/200lt,en
downymildew in chilli,recommended  wetta ble  sulphur 600g/acre,en
"nutrient deficiency
in chilli",agromin max 1kg/acre,en
chilli cercospora leaf spot and growth,"recommended blitox 600gr/acre in 200 lt water
bioznyme 400ml /acre in 200 lt water",en
whitefly in chillie,recomended confidor 3ml/10lit water,en
bud drop in chilli,planofix 2.5 ml/10 ltr of water,en
asked about chilli leaf curl virus,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre",en
borer in bhendi,"recommended to spray propinophos (curecron, profex,don, bolero)  400 ml per acre",en
chilli stem rot,copper oxy chloride (blitox) 600 grams per acre,en
yellowing of leaves in chilli,spraying of agrominmax 1kg/200lt next z-78 500gms/200lt,en
2months after weedicide in chilli,recomended no recomendation removal of weeds,en
chilli bactria leas spots,recommended to spray bltax@30 and 1gm streptocycline in 10lit,en
asked about virus disease,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre",en
redenning of leaves in chilli,spraying of 19:19:19 1kg/200lt+biozyme 400ml/200lt,en
chilli leaf eating caterpilar,recommended spray of tracer 75 ml/ acre in chilli,en
control of    aphid in   chilli,prophinophos   2ml /   lit of water +   surf   50 gr / tank,en
for thrips and whitefly in chilli,spraying of spintor 75ml+pride 100gms/200lt next agrominmax 1kg+zinc 400gms/200lt,en
for helicoverpa in chilli,spraying of larvin 300gms/200lt next 13:0:45 1kg/200lt,en
chilli virus infection,"trizophos 400 ml/acre (hostathion  titan)  
pegasus 1.5g/lit",en
asked about viral disease in chilli,recommended to destroy the affected plant,en
chille steam borer,recomended in choloripyripas 2.5ml/lt,en
catterpiller in chilli,recomended  tracer 75g/acre,en
upper leaf curling in chilli,spraying of pipronil 400 ml/acre,en
viral disease in chilli,recommanded for to control thrips to spray spinosad 75 g/ac,en
bacterial disease in chilli,blitex 30g+streptocyclin  1g+ 10lit water,en
asked chilli leaf curl,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
"root rot
in chilli","copper oxy chloride 3g/lit- mokka modalu daggara poyyandi.
30g copper oxy chloride+1g streptocyclin/10 lit of water",en
"neem oil 5ml/lit
thanks for calling","neem oil 5ml/lit
thanks for calling",en
chilli upper leaf curling,spraying of priponil/ozol 400ml/ac,en
control of poweder mildew in chilli,systene   ( micro butanil )  100  gr / 200 lit of water,en
leaf spots in chilli,recommended saff 2g/lit water,en
wilt  or root rot,spraying copper oxychloride 3grms/ltr,en
asked about chilli powder mildew,recommended to spray kerathane@100ml/acre,en
floer drop in chilli,recommended for planofix 2.5 ml/10 ltr of water,en
cercospora leaf spot,recomended saff 2g/lit water,en
powderymildew in chillies,recomended karathane 100ml/acre,en
chilli curling and suckng pests,monochrotophas  400ml /acre in 200m lt water,en
asked chilli leafspots,spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
control   of flower drop in chilli,planofix   5  ml / 20   lit of water,en
control   of kommakullui in chilli,blitax     30   gr  +  streptocyclin     1 gr    in 10  lit of water,en
control of  yellowing in chilli,spray   blitax    30  gr+  streptoclycline   1  gr in   10   lit of water,en
[powdery mildew in chilli,recomended kerathin 1ml/lit water,en
catter piller in chilli,recommended  tracer 75g/acre,en
chilli flower droping,planopix 2ml/10lit of water,en
chilli plant protection,"recommended to spray fipronil(regent, billgran, salvo) 400 ml per acre",en
for gallmidge in chilli,recommendation of marshal 400ml/200lt,en
asked about chilli weedicide spray,recommended to spray salt water,en
wilt in chilli,recomended coc 3gm/lit water,en
weedicide in bhendi,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre,en
chilli thrips and growth,"fipronil 400ml/acre and
multi-k 1kg /acre in 200 lt water",en
bhendi fruit borer,"spinosad(tracer spinter , charge  ) 75 grams  per acre   ?????????? (???????, ????????, ??????) ???????? 75???????? 200 ??????? ?????? ????? ???????? ??????",en
stem and fruit borer in brinjal,"spraying of coragen 60ml/200lt,next neemoil 3000ppm+surf 100gms/200lt",en
chiili bactirial blight,recimmended to copper oxy chloride 30gm +strepto cyclin 1gm +10lit water,en
control   of   mishaped fruits in chilli,boran    400  gr / acre   +   trizpophos  300 ml / acre,en
asked about powder mildew,recommended kerathane@100ml/acre,en
leaf wilt in chilli,spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres    10 ??????? ?????? 30 ???????? ????????? ????? ?? ???? ??????????????????,en
white fly in chille,"triazophos (hostathion, titan, sutathion) 300 ml per acre",en
for leaf curling of chilli,spraying of spintor 75ml/200lt+pride 100gms/200lt next 19:19:19 1kg/200lt+siapton 400ml/200lt[isagro],en
wilt in chillies,recommended for coppor oxy chloride 3 g/ltr,en
chilli sucking pest,recomended procliam 100 gr /acre in 200 lt water,en
up ward curling,recomended confidor 0.6ml/lit water,en
asked about chilli flower drop,recommended to spray planofix@2.5ml/10lit,en
drying of flowering,"recomended for neem oil 5ml/lt water, trizophus 300ml/acre",en
chilly bacterial leaf blight,recommended to coc 30gm and strpto cyclin 1gm,en
chili bacterial leaf spot,recommended to spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
bactriea leaf spots,recommended to spray spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
leaf curlig in chilli,spraying of jump 40gms/200lt next 19:19:19 1kg/200lt+rapigro 400ml/200llt,en
chilli down ward curling,recomended dicofol 1000ml/acre 00 lt water,en
asked about chilli upper leaf curling,recommended phasolone 2 ml/lit of water,en
gall midge in chillies,trizophos 400 ml/acre (hostathion  titan),en
chillli leaf blight,recomonded dosage carathane 200ml/acre,en
micro nutrient for chilli,recomended agromin max 1kg/acre,en
for fruit borer in chilli,spraying of marshal 400ml/200lt next 13:0:45 1kg/200lt,en
sucking pest in chillies,recomended actara 3gm/10lit water,en
control of   aphid in chilli,prophinophos  2ml / lit   of water +    surf  50  gr / tank,en
root rot in chilli,recomended  blitex 3g /lit water,en
chilly plant drying,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
asked chilli flower drop in chilli,recommmended to spray planofix@2.5ml/10lit,en
powdery mildew in chillie,recommended to spray dinocap(kerathane) 400 ml per acre,en
asked about pest in chilli,recomended to spray pegasis@300gms/acre,en
asked about chilli flowering,recommended to spray multi k@5gm/lit,en
chilli yellow leaf spot,copper oxy chloride (blitox) 600 grams per acre,en
chili powdery mildew,recommended spray of  netivo 160  gram/ acre in chilli,en
midges in chilly,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
asked about canfora stem rot,recommended 30 grams copper oxy chloride + 1 gram streptocyclin/10 lit of water,en
cerspora in chilli,recommended spray of bavistin 200 gram/ acre in chilli,en
drying of flowers,borax 1.5 g/lit water,en
asked about viral disease i chilli,recommended to destroy infected plant,en
asked about chilli curl,recommended to destroy the affected plant,en
cercospra on chillie,"mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
control of  midge fly in chilli,hostathion   300 ml / acre,en
mite in chilli,recomended oberan 1ml/lit water,en
tomato root rot,coc 3grm/lit water,en
chilli growth appilication,agrominmax 1kg/acr,en
asked about fower drop,recommended planofix 2.5 ml/10 lit of water,en
improve flowering in  chilli,spray boran 2  gr / lit of water +     multi k  5 gr / lit of water,en
chilly powdery mildew.,recommended to spray dinocap(kerathane) 400 ml per acre,en
asked about anthracnose in chillli,recommended to spray mancozeb@2gm/lit,en
asked about aphids in gherkins,recommended to spray dimethoate 1.5 ml/,en
chilli  midge fly,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
topdressing in chilli,recommended application of urea 50kg + potash 20 kg per acre in chilli,en
weedicide in banana,"recommended to spray glyposate(glycel, roundup) 2 litres per acre",en
chilli bactreial leaf spot,recommended to spray spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
upper leaf curling,spraying of fipronil 400 ml/acre,en
yellowing of chilli,recommended spray of multi-k 5gram/litre in chilli,en
trips in chilllie,"recommended to spray fipronil(regent, billgran, salvo) 400 ml per acre    ??????????(???????, ?????????, ??????)  ????? 400  ??????  200 ??????? ?????? ????? ???????? ??????",en
chilli floweer drop,"triazophos (hostathion, titan, sutathion) 300 ml per acre",en
chilli white flys,recommended to spray spiromecifin (oberon) 400ml/litre,en
control of kullu in chilli,blitax   30  gr +  streptocyclin   1  gr  in 10 lit of water,en
micro nutrient fertilizers,recomended agromin max 1kg/acre,en
chilli downward curling,recommended spraying of dicofol@1lit/acre,en
block spots and fruit drop in chilli,recomended for cupper oxychloride 30grms+streptocyclin 1grm in 10lt water,en
chilli thrips and flower drop,pegasus 300ml/acre and trizophos 2ml/lt,en
for virus control in chilli,spraying of 19:19:19 1kg+siapton 400ml/200lt,en
asked about upper lea curling of chilli,recommended pegosis 1.5 grams/lit of water,en
for sucking pest in chilli,spraying of spintor 75ml/200lt next 19:19:19 1kg+siapton 400ml,en
control of udathe inchilli,spray  oberan 150 ml / acre,en
black leaf spots,recommended blitox 30g+2gplantamycin/10liter,en
chilli cultural practices,recommended to all,en
chilli poudery mildew,recommonded spray of saaf 2 gram/ litre in chilli,en
multi nutrient deficiency in chili,recomended multi k 1kg/acre,en
chilli viral disease,recommanded for to spray  oberan 150 ml / acre r,en
flowe dropping in chilli,recommended to spray planofix 4.5 ml/20 litre,en
asked about powdery mildew,recommended kerathane 100 ml/200 lit of water,en
chiily powdrey mildew,recommended to wettable sulphur 600gm/acre,en
powdery mildew in chili,recomended karathane 100ml/acre,en
tomato early blight,"mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
asked for chilli growth,recommended to spray multi k@5gms/lit,en
chilli fertilizers at 90 dat,recommended 60kg urea and 25 k per acre,en
what is horticulture,"about fruits,flowers, vegetables",en
chiili sucking pest,"recommended to spray imidachloprid(confidor, tatamida , victor ,atom  ) 60 ml per acre  in chilli",en
chilli bacterial leafblight,recommended to spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
asked about powdermildew in chilli,recommended to spray kerathane@0.5ml/lit,en
flower drying in chilli,recommended for neem oil 5ml/lt water,en
asked about powderymildew in chilli,dinocap(kerathane) 100 ml per acre,en
leaf blite in chillies,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
chilly fertilizer dosage,chilly fertilizer dosage -300:60:50ha/ac.,en
asked about virus,recommended thiomethaxam 40 grams/200 lit of water,en
folding of leaves in chilli,"recommended for zolone 400grms/acre,or phegasis 300grs/acre",en
curing in chilli,recommended  oberan 1ml/lit water,en
multi k use in chilli,recomended for don not mix multi k with other insecticides,en
chilli urea and potash dosage,urea -20kg and potash -10 kg/acre,en
yellowing of chilli leaves,"recomended for agrominmax 5 grms/lt water, planofix 2ml/ 10lt water",en
control of     leaf  curl in chillli,sugested   19 19 19    1kg / acre,en
asked about growth in chill,recommended to spray multi k@5gm/lit,en
asked chilli weed management,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre,en
dieback in chilli,recommended for blitox 30grms+streptocyclin 1grm in 10lt water,en
chilly bacteria leaf spots,spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
chilly white flies,spray oberon 150ml/ac.,en
growth in chilli,recommended for agrominmax 5grms/lt water,en
chilli cercospora leafspot,recommended spray of chlorothalonil 400 gram/ acre in chilli,en
asked about wilt in chilli,recommended to spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
"drying leaf in chilli;
weedicids in chillie","1.recommended to spray copper oxy chloride (blitox) 600 grams per acre ;
2.recommended to spray quizalopop ethyl(targa super) 400 ml per acre",en
powderymildew and folding of leavs,"recomended for phegasis 300 grms/acre, carathan 400ml/acre",en
asked about virus of chilli due to white fly,"recommended to spray thiomethoxome (actra, sitara,renova,) 40 grams per acre",en
chilli sheth rot,blitox  30gr+ streptocyclin 1gr in 10 lt water,en
bacterial leaf blight,recommended to coc 30gm and srtreptocyclin 1gm,en
grwoth  in chilli plant,recomended for multi k 5grms/lt water,en
chili bactirieal leaf blight,recommeneded to coc 30gm and streptocyclin 1gm,en
chille black spots,recomended in mancozab 500gm/acer,en
chilli flowering problm,planopix 2ml/10lit water,en
asked chilli flower drop,planopix 2.5ml /10 liters water.......blitax + steptocyclin,en
yellowing of leaves lack of growth,recomended for multi k 5grams/ acre,en
asekd about chilli viral disease,recommended to destroy affected plant,en
chilli sucking pests and root rot,"polo 300gr/acre in 200 lt water 
blitox 30gr + streptocyclin 1 gr i 10 lt water",en
chilli flower arival,recommended spraying of agrominmax@1kg/acre,en
for yellowing of leaves in chilli,spraying of agrominmax 1kg/200lt next z-78 500gms/200lt,en
asked about powder mildew in chill,i recommended to spray kerathane@100ml/acre,en
control of yellowing in chilli,agromin max    5  gr / lit of water,en
helicoverpa in chilie,"recommended to spray fipronil(regent, billgran, salvo) 400 ml per acre",en
chilli branch rot,recommended to spray spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
for control sucking pest in chilli,spraying of agrominmax 1kg+zinc 400gms/200lt next 19:19:19 1kg+siapton 400ml/200lt,en
virus  disease in chilli,removal  of plants,en
root grub in chilli,recommended chloripyriphos 2.5 ml/lit water,en
chilli fruit drop,planofix 2ml/10 lit water,en
leaf spot in chili,recommended to spray spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres    10 ??????? ?????? 30 ???????? ????????? ????? ?? ???? ??????????????????,en
trips on chilie,"recommended to spray fipronil(regent, billgran, salvo) 400 ml per acre",en
black spots v,recommended blitox 30g+2g plantamycin /10liter,en
flower drop in tomato,planofix 2.5 ml /10 litres of water,en
curving of chilli fruit,"recomended for confider super 50ml/acre, rogar 400ml/acre",en
for flower jasids in chilli,spraying of marshal 400ml/200lt next 13:0:45 1kg/200lt,en
mites in chillies,recomended oomyte 2ml/lit water,en
weedicide at 120 days after sowing in chilli,not recommended,en
bacteria leaf spot,recommended to spray copper oxi chloride 30gms+1gm streptocyclin in 10lit water,en
control chilli flower drop,recommended for planofix 2ml/10ltr,en
chilli virus and,remove plants and roger,en
sucking pest in chili,recomended confidor 3ml/10liter water,en
leaf folding in chili,recomended nem oil 5ml/liter water,en
pandaku thegulu in chillies,recommended to spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres    10 ??????? ?????? 30 ???????? ????????? ????? ?? ???? ??????????????????,en
leaf  spot in chille,recomended in mancozab 500gm/acer,en
asked about virul disease,recommedned thiomethaxam 40grams/200 lit of water,en
"virus disease in chilli, powderymildew,","no recomendation for virus and fipronil 400ml/acre or trizophus 300ml/acre, carathan  400ml/acre",en
folding of leaves,"recomended for zolone 400grms/acre, actara 75grms/acre",en
asked about chilli curlling,recommended to spray pegasis@300gm/acre,en
