QueryText,KccAns,Language
borer and sucking pest in paddy,"recommended to spray kasugamycin    (kasu-b) 500 ml /200 litres of water / acre  
 కాసుగమైసిన్  500 మిల్లి లీటర్లు  /200 లీటర్ల నీటికి చొప్పున కలిపి  ఎకరాకు పిచికారి చేయాలి
recommended to spray tricyclazol  (beam)_ 120 gm /200 litres of water / acre  
ట్రైసైక్లోజోల్   120  గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray isoprothiolane (fuji one) 40% ec 250ml/200 litres of water /acre – (only rice blast )
వరిలో అగ్గితెగులు నివారణకు గాను ఇసోప్రోతయోలోన్  250మిల్లి లీటర్లు ఒక ఎకరానికి పిచికారీ చేసుకోవాలి .
",te
"gall midge in paddy
"," recommended to apply  phorate  10g granules  5 kg per acre   
ఫోరేట్ 10 జి గుళికలు  5 కిలోలు / ఒక ఎకరాకు వేసుకోవాలి 
",te
rats in paddy,"20gజింక్ ఫాస్పైడ్ ,30gవంటి నూనె
,950g  ఆనం కలుపుకొని కణాలు డాగర పెట్టుకోండి ..",te
leaf folder in paddy ,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.,te
bacterial leaf spot in rice ,"--recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
stem borer in paddy management  ,"recommended to spray cartap hydrochloride (padan), (caldan) 400 grams/ 200 litres of water / acre 
కార్టాప్ హైడ్రోక్లోరైడ్ 400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
",te
bacterial leaf spot in paddy ,"recommended to spray azoxystrobin  (amister) 150 ml /200 litres of water /acre 
అజాక్సిస్త్రోబిన్ 150 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
blast in rice recommended ,"--recommended to spray tricyclazol  (beam)_ 120 gm /200 litres of water / acre  
ట్రైసైక్లోజోల్   120  గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
panicle borer management,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
neck blast in paddy management,"recommended to spray tricyclazol  (beam)_ 120 gm /200 litres of water / acre  
ట్రైసైక్లోజోల్   120  గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
false smut in paddy ,"recommended to spray propiconazole  (tilt)  200 ml / 200 litres of water /acre  
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
false smut in paddy management ,"recommended to spray cartap hydrochloride (padan) 400 grams/ 200 litres of water / acre 
కార్టాప్ హైడ్రోక్లోరైడ్ 400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
",te
"borers and caterpillars  management:
","recommended to spray zinc sulphate  2 grams / 1 litre of water
recommended to spray zinc sulphate 2 gram /1 liter of water. జింక్ సల్ఫేట్  2 గ్రాములు  / లీటర్ నీటిలో కలిపి పిచికారీ చేయాలి 
",te
stem borer in rice recommended ,"recommended to spray cartap hydrochloride (padan) 400 grams/ 200 litres of water / acre 
కార్టాప్ హైడ్రోక్లోరైడ్ 400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
",te
neck blast   in paddy,"recommended to spray tricyclazol 75%wp (beam)_ 120 gm /200 litres of water / acre  
ట్రైసైక్లోజోల్   120  గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
blast in rice paddy management," recommended to spray dinotefuran (osheen) 80 grams/200 litres of water/ acre    
 డైనిటోఫురన్  80 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
false smut management in paddy?,"డిఫెంతియూరోన్ (పెగాసస్) 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి. 
",te
sucking pest and borer management ,"recommended to spray lambda cyhalothrin   + thiamethoxam 80 ml  /200 litres of water /  acre
లాంబ్డా సైహలోత్రిన్ 9.5% +  థయోమిథాక్జొమ్ 12.6% ,   80 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
"borers  and  caterpillars  management in rice 
"," recommended to spray  chlorpyrifos  (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
"rat management  in rice
","బెల్లం + తవుడు + రట్ కిల్లర్   కలిపి ఉండలు గ చేసి రంద్రములో వేయాలి  
",te
bacterial wilt in rice ,"--recommended to spray copper oxy chloride  (blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ",te
normal butterflies recommended ,"recommended to spray azadirhachtin 5 ml / 1 litre of water 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  
",te
leaf spot in rice recommended ,"recommended to spray zinc sulphate 2 gram /1 liter of water. 
జింక్ సల్ఫేట్  2 గ్రాములు  / లీటర్ నీటిలో కలిపి పిచికారీ చేయాలి 
",te
"fertilizer management in paddy 
","20-20-0-13 (50kg)/acre  
recommended to apply cartap hydrochloride  4g  granules  8-10 kg / acre    కార్టాప్ హైడ్రోక్లోరైడ్ 4 జి గుళికలు   8 కిలోలు  / ఒక ఎకరాకు వేసుకోవాలి ",te
white fly in rice ,"recommended to spray triazophos (hostathion) 300 ml /200 litres of water / acre 
ట్రైజోఫాస్ 300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
",te
galileo insecticide working conditions? ,"ఈ మందు పనితనం ఒక వారం నుండి పది రోజుల వరకు ఉండవచ్చు,మల్లి వాతావరణ మార్పులని బట్టి చీడ పీడలు వృద్ధి చెందుతాయి.",te
false smut management ,"recommended to spray propiconazole  (tilt)  200 ml / 200 litres of water /acre  
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
paddy rodents management,ఎలుక కన్నాలలో పొగ  బారించండి  ఇరవై చొప్పున ఎలుక బుట్టలు పెట్టండి .బ్రోమాడయోలోన్ 1౦-15గ్రాములు (          96పా ళ్ళు నూకలు రెండు పా ళ్ళు నూనె రెండు పా ళ్ళు మందు చిరు పొట్ట దశ వచ్చే లోపు ఎలుక కన్నాలలో పెడతారు ,te
"false smut management in rice 
recommended to spray nativo also ","recommended to spray   tebuconazole + trifloxystrobin (nativo)160 grams /200 litres of water /acre      
టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
 rice blast management ,"recommended to spray   tebuconazole + trifloxystrobin (nativo)160 grams /200 litres of water /acre      
టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
"rat control in paddy
","recommended to spray urea 10 gr/1 litre of water
recommended to spray potassium nitrate 13-0-45 @ 5 grams/1 liter of water/ acre 
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి లలిపి ఎకరాకు పిచికారీ చేయండి 
",te
dicofol and spiromesifen dosages,"డైకోపాల్ 1 లీటర్ / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి ,
స్పైరోమైసిఫెన్ 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 

",te
"bph management rice recommended
","recommended to spray cartap hydrochloride (padan) 400 grams/ 200 litres of water / acre 
కార్టాప్ హైడ్రోక్లోరైడ్ 400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
",te
leaf folder in paddy   and  neck blast ,"recommended to spray chlorantraniliprole 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
recommended to spray isoprothiolane 40% ec 250ml /acre – (only rice blast )
",te
 zinc deficiency in paddy,recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ,te
false smut management in paddy ,"recommended to spray propiconazole  (tilt)  200 ml / 200 litres of water /acre  
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
root rot in rice ,"recommended to spray copper oxy chloride  (blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
sucking pest and disease management ,"recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray mancozeb  (m-45) 600 grams / 200 litres of water / acre   
కలిమాంకోజెబ్ 600   గ్రాములు   /200 లీటర్ల నీటికి చొప్పున పి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
 stem borer management in paddy,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
granules in paddy,"recommended to apply cartap hydrochloride  4g  granules  8-10 kg / acre    కార్టాప్ హైడ్రోక్లోరైడ్ 4 జి గుళికలు   8 కిలోలు  / ఒక ఎకరాకు వేసుకోవాలి 
",te
weed management in paddy?,ఈ పంట  దశలో ఎటువంటి కలుపు మందులు వాడరాదు.,te
white heads in paddy,"recommended to spray profenofos (curacron) 400 ml/200 litres of water /  acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
",te
"paddy grain discolouration &, false smut management ","ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
paddy sheath rot & grain discolouration management ,"ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
stem borer  management in rice,టిల్ట్ వెన్ను తీసాక ఆయన కొట్టచ్చు తేయకపోయిన కొట్టచ్చు ,te
blast management in paddy?,"ట్రైసైక్లోజోల్ (బీమ్)  120  గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి. 
",te
farmer asked about the storage pest precautions ,"--recommended to spray azadirhachtin 5 ml / 1 litre of water 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  
",te
false must in rice recommended ,"recommended to spray propiconazole  (tilt)  200 ml / 200 litres of water /acre  
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
"stem borer in paddy recommended
",recommended to apply carbofuran 3 g granules 8-10 kg /acre కార్బోఫురాన్ 3 జి గుళికలు 10 కిలోలు / ఒక ఎకరాకు వేసుకోవాలి,te
leaf mite in rice ,"recommended to spray dicofol (celthane) 1 litre  /200 litres of water /acre  
 డైకోపాల్ 1 లీటర్ / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
rice hispa in paddy management,"--recommended to apply cartap hydrochloride  4g  granules  8-10 kg / acre    కార్టాప్ హైడ్రోక్లోరైడ్ 4 జి గుళికలు   8 కిలోలు  / ఒక ఎకరాకు వేసుకోవాలి 
",te
paddy grain discolouration management,"ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
paddy leaf spot management ,"--కార్టాప్ హైడ్రోక్లోరైడ్ 400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
",te
paddy  bacterial leaf blight  management ,"ఒక మగు లో నీరు తీసుకొని రెండు వేరు వేరు మందులను ఒకో మూత కలపండి, ఆ మందులు కలిసిపోతే కలిపి పిచికారీ చేయండి , ఒక వేళా మందు పాలు విరిగినట్టు విరిగిన, లేదా రంగు మరీనా, లేదా ఆ పదార్థం వేడిగా తగిలిన మందులను విడి విడిగా పిచికారీ చేయాలి.",te
stem borer in paddy ,"recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
recommended to spray cartap hydrochloride (padan) 400 grams/ 200 litres of water / acre 
కార్టాప్ హైడ్రోక్లోరైడ్ 400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
",te
zinc deficiency in rice crop,"recommended to spray zinc sulphate 2 gram /1 liter of water. జింక్ సల్ఫేట్  2 గ్రాములు  / లీటర్ నీటిలో కలిపి పిచికారీ చేయాలి 
",te
stem borer in rice management ,"recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
recommended to spray cartap hydrochloride (padan) 400 grams/ 200 litres of water / acre 
కార్టాప్ హైడ్రోక్లోరైడ్ 400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
",te
