QueryText,KccAns,Language
control of the sucking pest in blackgram,spraying chloropyriphos 2ml/1 lit water,en
asked about weedcontrol,recommended to spray phenoxoprop ithyl 9% 250ml/acre,en
herbicide for 25 days,suggested not to go for any herbicide,en
dosage of nuvan,spraying of nuvan 400ml/200lt,en
saaf recomended dose,recomended 2gm/lit water,en
catter piller in black gram,recomended fem 20-40ml/acre,en
black gram leaf spot,"recommended to spray phosphomidon (demacron, sumidan, kindan plus) 400 per acre",en
spots in black gram,recomended for monochroto phus 1.6ml/lt water,en
black gram blite,copper oxy chloride (blitox) 600 grams per acre,en
root rot in black gram,recomended blitex 3g/lit water,en
asked bengal gram sucking pest,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre",en
black gram cercospora leafspot,recommended to spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
black gram weed mangement,recommended to metribugin 200-250gm/acre,en
black gram sowing,recomended to  sow at nov - dec,en
caterpillar in black gram,"chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre  ??????????????(???????? , ?????????, ????? , ????????, ?????? ) ??????? 500 ??????  200 ??????? ?????? ????? ???????? ??????",en
leafeating catterpillar in blackgram,spraying of monocrotophos 3ml/1lt next vipul 400ml/200lt,en
control of pallaku tegulu in minumu,agromin max     5 gr / lit of water,en
black gram nutrient management(asked to use dap urea potash at 30 das interval),"recomended to use dap,urea,potash(flowering stage)",en
leaf hopper in black gram,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
leaf eating caterpilar,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
yellowing of leavs in black grams,"recomended for kantaf 400ml/acre, blitox 3grms/lt or carbendism 3grms/lt water",en
cuscuta in b gram,recommended to spray imazitapyr (pursuit ) 400 ml per acre,en
pod borer in blackgram,recomended for proclaim lit /2.5,en
sucking pest in gram,recomended confidor 3ml/10lit water,en
seed treat ment in black gram,recomended thiram 2.5 g/kg seed,en
weedicide at 26days,recommended to spray quizalopop ethyl(targa super) 400 ml per acre,en
yvm in black gram,recommended spray of confidor 80 ml/ acre in black gram,en
black gram pod borer,recommended to koragen 60ml/acre,en
pre emergence herbicde,recommended pendimethalin,en
black gram anthracnose,recomended blitox 3gr / lt weater,en
black gram cateripiller,recommended to used chloripyriphos 6ml/litre for root drenching   and proclaim 90gm /acere,en
spraying of herbicide,recomended for pendimethaline spraying before sowing or next day after sowing,en
black gram growth,recommended to spray multi k @1kg/acre,en
yellow mosaic  virus,recomende  rogar 2ml/lit water,en
growth in black gram,recommended for multi k 5grams/1 lt water,en
blackgram virus disease,remove the plant in field,en
block spots on black gram leafs,recomended for coc 3grams/ lt,en
black gram mosaic,"recommended to spray dimethoate(rogar, rogarin) 400 ml per acre      ??????????(??????, ????????) ??????? 400 ??????  200 ??????? ?????? ????? ???????? ??????",en
blite in green gram,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
asked about powder mildew in black gram,recommended to spray kerathane@100ml/acre,en
for control of kuskuta in blackgram,spraying of pursuit 200ml/200lt,en
wilt in blackgram,recommonded spray of blue copper 3 gram/ litre in blackgram,en
black gram pod fly,"recommended to spray acephate (antaf, artin, lucid )  300 grams per acre   ??????? (??????, ???????, ??????) ??????? 300 ???????? 200 ??????? ?????? ?????",en
aphids in black gram,spraying of profenophos 400ml/200lt+surf 100gms/200lt,en
post emergence herbicide in blackgram,recommended spray of persuit 300 ml/ acre in black gram,en
asked black gram growth,agrominimax powder 1kg / acre,en
black gram leaf hoppor,"recommended to spray quinolphos(ekalux, flash, dhanulux,quinguard) 400 ml per acre",en
black gram root rot,recommended to mancozeb 3gm/acre,en
caterpillar black gram,recommended to spraying of tukumi @125g/acre,en
asked about blackgram nutrients,recommended to spray multi k@5gm/lit,en
bud borer in blackgram,recommended spray of acepate 1.5 gram + nuvan 1ml/ litre in black gram,en
blackgram cultural practices,recommended to season for rabi feb-march,en
powdery mildew and white flies in black gram,"recommended to spray wettable sulphur(sulfex, sultop, )  600 grams per acre . recommended to spray imidachloprid(confidor, tatamida , victor ,atom  ) 150 ml per acre",en
sucking pest in minumu,recomended  confidor 0.6ml/lit water,en
black gram yellowing and growth,"mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre 
spray multi k 1kg",en
asked for market rates updates,your number is updated for market updates,en
black gram 2nd fertilizer,recomended urea and potash,en
control of aphid in minumu,prophinophos    400 ml / acre,en
for jassids in minumu,spraying of lancergold 150gms/100lt,en
weedicide after sowing of blackgram,spraying of stomp 6ml/1lt of water,en
"using coc, larvin, noovan",recomended for to separate as insecticides and fungicides,en
black gram seeds,recomended lbg -752,en
green gram plant growth,recommended to spray 19-19-19 kg/acre,en
black gram sheath rot,recommended to spray spray 30 grams copper oxy chloride+ 1 gram streptocyclin per 10 litres,en
green caterpillar in black gram,recomended for neem oil 5ml/lt water,en
black gram virus,recommended spray of confidor 80 ml/ acre in black grams,en
seed treatment in minumu,recommended  carbosulphan 30g/kg seed,en
minimu yellowing of leaf,copper oxy chloride (blitox) 600 grams per acre,en
root eating caterpillar,recommended to used chloripyriphos 4ml/litre for root drenching,en
black gram powdery mildew,recommended to spray dinocap(kerathane) 400 ml per acre,en
for powdery mildew in blackgram,spraying of systhane 100gms/200lt,en
yellowing of leaves in blackgram,spraying of agromin max 1kg+chelamin zinc 400gms/200lt,en
for leafhoppers in blackgram,"spraying of lancergold 300gms/200lt,13:0:45 1kg/200lt",en
powdery mildew im black gram,recomended kerathane 100ml/acre,en
fertilizers in minumu,recommended  urea 10kg /acre,en
yellowing of leavs,recomended to macozeb 3grs+carathin 1grms in 1 lt water,en
black gram flower droping,planopix 2ml/10 lit water,en
black gram helicoverpa and growth,"chlofenpyrphos  (intraprid, lepido) 300 ml per acre   
multi-k 1kg/acre in 200 lt water",en
black gram  sucking pests,recommended to monocrotopos 1.6ml/acre,en
for powderymildew in minumu,"spraying of index 100gms/200lt,urea 10gms/1lt for gnut",en
caterpillar in blackgram,"chlorpyrphos 20ec(korban, dursban, lethal, classic, radar) 500 ml per acre",en
herbicide in 40days crop,not recommended.,en
seed treat ment,recomended  carbosulphan 30g/kg seed,en
pendimethalin should not applied at 15days,spray pursuit 400ml/200lt if pendimethalin should not applied,en
asked phosphomidon dose,"recommended to spray phosphomidon (demacron, sumidan, kindan plus) 400 per acre",en
asked about blackgram flowering pest,"recommended to spray metahy dematon @2ml/lit
and recommended planofix @2.5ml/10lit",en
weedicide in minumu,spraying of pursuit 300ml/200lt next biozyme 400ml/200lt or vipul 400ml,en
fruit borer in blackgram,spraying of larvin 300gms/200lt,en
black gram yellow mosai virus,remove plants,en
weedicide at 15days,recommended to spray phenoxy  prop-p-ethyl (whip super ) 200 ml acre,en
for growth in blackgram,spraying of agromin max 1kg/200lt[5gms/1lt],en
maruka caterpilar in blackgram,recommended spray of takumi 120 gram/ acre in black gram,en
if rain persist urea can be broadcasted,urea can be broadcasted,en
black gram leaf curl,recomended in monochrotopas 1.6ml/lt/multi-k 1kg/acer,en
weed management in rice fallow blackgram,recommended spray spray of targa super 400 ml/ acre at 20-25 days after sowing,en
midges in black gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
black gram urea mangement,recommended to no need to give,en
control of putha prugu in      black gram,quinalphos  2  ml / lit ogf water,en
powedry mildew in black gram,recommended spray of bavistin 200 gram/ acre in paddy,en
pulses sucking pests,"recommended to spray monocrotophos(nuvacron, phoskil, luphos) 300 ml per acre",en
whole on black gram,recomended for neem oil 5ml/lt water,en
weedicide in pulses and oilseeds,spraying of quizalophas ethyle 400 ml/acre,en
blackgram leaf eating caterpilar,recommended spray of profenophos 2 ml/ litre in black gram,en
seed treatment in blackgram,"30 grams of carbosulfan (marshall)+ 2.5 grams of thairam (thiride, thairam) or captan(captaf, esso, captan) per kg of seed",en
pod borer in black gram,recomended larvin 1.5gm/liter water,en
black gram yellow spot,coc 3grm/lit water,en
leaf eating catter piller,"recommended to spray chlorpyrphos(korban, dursban, lethal, classic, radar) 500 ml per acre",en
yellow mosaic virus in black gram,recommended  prid 40g/acre,en
flower drop in black gram,"recomended for agrominmax 5grm/lt water,  planofix 2ml/10 lt water",en
catterpiller in black gram,recommended  rimon 1ml/lit water,en
black gram white fly and helicoverpa,recommeded to ulala 75 gm/acre and neam oil 5ml/lit,en
precautions against the pest and diseases in black gram,recommended to used chloripyriphos 2.5ml/litre for root drenching,en
weed management in black gram at 30das,recommended to spray imazitapyr (pursuit ) 400 ml per acre,en
larva in black gram,recomended misile 5ml/10lit water,en
black gram ghrowth,recomended in multi k 1kg/acer,en
black gram leaf floder,"recommended to spray dichlorovas (nuvan, doom, fume, lava) 250 ml per  acre",en
maruca pest damage in black gram,spraying of quinolphos @ 2 ml/ lit,en
maruka pest in rice,spraying of quinolphos@ 2 ml/lt,en
asked about blackgram varieties,given information as per the data,en
asked about subsidy information on blackgram,given him local ao number,en
asked about white flies in blackgram,suggest to spray triazophos 300ml per acre,en
maruka pest attack,spraying of spinosad@ 0.3 ml/lt,en
asked about  flies problem in blackgram,suggest to spray acephate 1.5g per lit,en
control of yellow mosaic in black,spraying of dimthiote 2ml/litwater,en
maruca pest attack,spraying of acephate @ 1 gm/lt,en
conophora leaf spot,spraying of blitax@ 3 gm/lt,en
asked about blackgram seed availabiliy,suggest to consult a.o,en
asked about irrigation schedule in black gram,suggested to give irrigation at 30 days and after 55 das,en
control of stored grain pest in black gram,spraying of malathione 2 ml/lit water,en
control of flower drop in black gram,spraying of planofix 2ml/10li water,en
asked about marketing,given him information as per data,en
control of mosaic leaf spot in black gram,spraying of dimethioate 2 ml/litre water,en
asked about webber in blackgram,suggest to spray acephate 1.5g per lit,en
asked about sowing season of black gram,suggested to sow from nov-dec,en
weed management in blackgram,recommended pendimethallin 1litre/acre,en
asked about weed management in fenugreek,suggested for manual weed control instead of chemical control,en
asked about herbicide in blackgram at 20 days,suggest him to spray quisalophosethyle,en
powdery mildew effect,spray weetable sulphur,en
asked about goodgrowth of blackgram,suggest her to apply fertilizes timely,en
herbicide chemical name,suggested for immajithapire,en
mixture of fertilizers,recommended not to mix,en
asked about leaf folding in blackgaram,suggest to spray acephate,en
control of leaf eating caterpillar in green gram,spraying of carbaryle 3 grms/lit water,en
control of caterpillar in black gram,spraying of dichlorovas 250 ml/acre,en
control of leaf folder in black gram,spraying of monocrotophas 1.6 ml/lit water,en
control of spodoptera in black gram,spraying of indoxycarb 200 ml/acre,en
asked about rat problem in  blackgram,suggest to apply  aluminum phosphide,en
helicoverpa damage in black gram,spraying of chloripyriphos@ 2.5 ml/lt,en
asked about irrigation while flowering stage,suggest him do not irrigate now,en
control of leaf eating caterpillar in black gram,spraying of carbaryle 3 grms/lit water,en
spodoptera damage in blackgram,spraying of profenofos@ 2 ml/lt,en
control of weeds in black gram,spraying of quizalophas ethyle 400 ml/acre,en
helicoverpa damage in blackgram,spraying ofchloripyriphos@ 2.5 ml/lt,en
control of cuscuta in black grams,spraying of urea 10 grms/lit water,en
rice fallows blackgram,"rice fallows blackgram lbg645,685,648",en
control of seed in black gram,information is given as per panchangam,en
black gram fungal infection,tridemorph 200ml/acre,en
black gram seed treament,recommened to seed treament mancozeb 3 gm / kg seed,en
yellow mosaic in black gram,"recommended to spray phosphomidon (demacron, sumidan, kindan plus) 400 per acre",en
black gram cut worms,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
l.b.g-752 crop duration,l.b.g-752 crop duration-75 to 80 days,en
about management of the spodoptera,proclaim 100 grams/acre in 200 lt water,en
growth in black gram.,multi-k (13-0-45)1kg/acre in 200 lt water,en
pod borer poblem in blackgram crop,recommended to spray plithora (nuvalyuron+indoxcarb) 350 ml/acre,en
black gram sucking pest &  helicoverpa damage,recommend to spray monochrotophos  1.6 milli liter / liter water,en
black gram weed management,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
black gram leaf eating caterpillar,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
leaf eating caterpillar infestation in black gram,proclaim 100 grams/acre in 200 lt water,en
jassids in redgram,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
black gram flower borer,recommended to spray chloripyriphos 500 ml/acre,en
weed management in red gram,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
black gram summer season,black gram summer season : febuary - march,en
seed rate in black gram,recommended 8-10kg/acer,en
black gram herbicide,not recommended,en
black gram spodoptera litura,recommended to spray flubendamide(fame) 40-50 ml per acre,en
black gram seed varities,"recommended lbg-752,pu-31",en
rust in black gram,spray mancozeb 400 grams per 200 litres of water/acre.,en
weed management in pulses,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre,en
about management of the borers,proclaim 100 grams/acre in 200 lt water,en
leaf eating caterpillar in black gram,recommended to spray profenophos 400 / acre in 200 liter water,en
about management of the powdery mildew,recommended to spray dinocap(kerathane) 400 ml per acre,en
yellow color leaf  in black gram,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
black gram grasshoppers,recommended to spray neem oil 5ml/l,en
proper growth of black gram,multi-k (13-0-45)1kg/acre in 200 lt water,en
growth for black gram,recommended to spray multi-k 1 kg/acre,en
pest attack in black gram,recommended to spray chloripyriphos 500 ml/acre,en
grouth for black gram,recommended to spray multi-k 1 kg/acre,en
black gram seed treatment,apply thairam 2.5g/1 kg of seeds,en
powder growth in black gram,recommended to spray dinocap(kerathane) 400 ml per acre,en
black gram tobacco cater pillar,"recommended to spray chlofenpyrphos  (intraprid, lepido) 500 ml per acre",en
sucking pest of black garam,spray fipronil@ 2ml/l or spinosad @ 0. 75 ml or pegasus @ 1.5g/l of water,en
weedmanagement in  blackgram,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre,en
black gram flowering  drop,recommended to spray planofix 4.5 ml/20 litre,en
black gram  leaf spot,mancozeb m-45  2.5 gram / liter water,en
pod  borer in  black gram,proclaim 100 grams/acre in 200 lt water,en
tobacco caterpillar problem in blackgram,recommended to spray chloripyriphos 500 ml/acre,en
blackgram white fly,recommended for spray acephate 300 gr/acre in  200 lt water,en
blsack gram ymv damage,recommended to remove effected plants & spray acephate 1.5 gram / liter water,en
thrips damage in minumu,"recommended to spray difenthiuron(polo,pegasus) 300 grams/acre",en
seed treatment in black gram crop,recommended seed treatment in black gram - carbosulfan 30gr/1 kg seed and 2.5 gr/1 kg seed,en
black gram weed management post emergence,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
black gram cercospora leaf spot damage,chlorothalonil( kavach ) 400 gram / acre,en
post-emergence in black gram,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
corinospora leaf spot problem in blackgram,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
leaf curl managemenht in black gram,"recommended to spray acetamipride(pride, manik,vermit) 40 grams per acre",en
black gram leaf eatting catterpiller,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
black gram weedicide,"recommended to spray imazitapyr ( weedblock, pursuit, ) 300- 400 ml per acre",en
proper growth in black gram,multi-k (13-0-45)1kg/acre in 200 lt water,en
black gram fungal infestation,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
black gram kaskuta weed management,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
green gram growth initiation,recomanded to spray multi k 1kg/acre,en
yellow mosaic (pallaku tegulu) in black gram,recommended to spray   monocrotophos 400 ml / acre,en
white fly effect on black gram,recommended to spray dimethoate(rogar   rogarin)  400ml/acre,en
white flies management in black gram,acephate 300 gr/acre in  200 lt water,en
seed varity in black gram,recommended lbg-752,en
leaf eating pest in black gram,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
root rot damage in black gram,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
powedery mildew in black gram,recommended to spray dinocap(kerathane) 400 ml per acre,en
black gram fruit rot,recommended to spray  nativo 160g/ac,en
green gram tobacco caterpillar,recommended to spray neem oil 5ml/liter water,en
white flies in black gram,oberon 250ml/acre in 200 lt water,en
seed treatment in black gram.,recommended for seed treatment with rhizobium culture,en
black gram flowering,recommended to spray 13-0-45 1kg/ac,en
black gram yellow mosaic varies,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
black gram leaf eatting catter piller,recommended to spray chloripyriphos 500 ml/acre,en
pest pro. in red gram,ssprey rewc. dosage of neem oil,en
weed management in black gram at 30 days,advised to take up manual weeding,en
black gram seed rate/acre,black gram seed rate: 16-18 kgs/acre,en
black gram sowing time in rice field,black gram sowing time: nov to dec 10,en
black gram wilting,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
weedicide in blackgram,spray azil 250 ml per 200 litres of water/acre.,en
black gram pod rot,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
black gram post emergence weed management,recommended to spray ajil 250 ml / acre,en
weed managemant black gram,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre,en
yellow mosaic disease problem in blackgram,recommended to spray vector (white fly) contol - acephate 300 gr/acre,en
pre-emergence herbicides use in black gram,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre,en
blackgram yellow mosaic,"yellow mosaic
(pallaku tegulu)	spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly).",en
black gram rust,recommended to spray tridimorph @ 1ml/l or mancozeb @ 3g/l of water.,en
weed conrol of black gram,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml 200l water per acre",en
post emergence herbicides use in black gram crop,"recommended to spray imazitapyr ( weedblock, pursuit, ) 300- 400 ml per acre",en
blackgram weed management,not recommended,en
black gram yellow mosaic,"recommended to spray phoslone (jolone, faslone) 400 ml per acre",en
black gram spodotera litura,"recommended to spray flubendamide(fame) 40-50 ml per acre or 
  
proclaim 100 grams/acre in 200 lt water",en
black gram post emergence herbicide,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
about management of the leaf spot,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
black  gram anthracnose,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
black yellow mosaic virus,apply neem oil 1 liter/ acre,en
nutrient management in black gram,multi-k-1kg/acre/200liters o fwater,en
leaf eating caterpillsar infestation in black garm,proclaim 100 grams/acre in 200 lt water,en
black gram yellowing,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
black gram leaf damage,"recommended to spray chlofenpyrphos  (intraprid, lepido) 300 ml per acre",en
cercospora leaf in black gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
black gram suckin pest,acephate 300 gr/acre in  200 lt water,en
spotted bollwarm in black gram,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
proper growth in black green,multi-k (13-0-45)1kg/acre in 200 lt water,en
leaf folder in black gram,recommended to spray corazen @ 60 ml per acre,en
black gram  yellow mosaic  damage,remove effecyed plants damage &  spray acephate  1.5 gram /liter water,en
black gram white flies,"recommended to spray imidachloprid(confidor, tatamida , victor ,atom  ) 160 ml per acre",en
white flies managemnt in black gram,acephate 300 gr/acre in  200 lt water,en
black gram sooty mould,"recommended to spray acetamipride(pride, manik,vermit) 40 grams per acre",en
sucking pest of black  gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml200l water per acre",en
sucking pest of blackgram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml200 l water per acre",en
sucking pest problem in blackgram,recommended to spray bifenthrin (tallstar) 325 ml/acre,en
black weed management,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
black gram weed control,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
about management of the whitefly in black gram,recommended to spray acephate 300 gr/acre in  200 lt water,en
leaf eating caterpillar infestation in  black gram,proclaim 100 grams/acre in 200 lt water,en
black gram flower drop,recommended to spray planofix 4.5 ml/20 litre,en
black gram irrigation,before flowering and pod formation stage:black gram irrigation,en
bengal gram leaf eating cater piller,monochrotophos 1.6 milli liter / liter water,en
black gram fertilizers appilication,recommended spray 13-0-45kg/acre,en
yellow mosaic disease problem in black gram,recommended to spray vector control - acephate 300 gr/acre,en
plant growth in black gram,recommended to  spray multi k,en
post emergence herbicides use in blackgram crop,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
post emergency herbicide in black gram,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
season for sowing black gram,season for sowing black gram december,en
leaf blight management in black gram,"recommended to spray captan(captaf, esso, captan) 500-600 grams per acre",en
bengal gram cut worms,recommended to spray novaluran+indoxicarb (plithora) 350 ml per acre,en
black gram bacterial wilt,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
black gram powdery mildew damage,recommended to spray wettable sulphor 3 gram / liter water,en
weedicide for green gram,recommended to spray fluchlorin 1 litre per acre,en
black gram wilt damage,recommended to spray blitax 3 gram / liter water,en
herbicides in soil application,"recommended to spray glyposate(zoomer,glycel, roundup) 2 litres per acre",en
black gram  spodoptera litura,"recommended to spray flubendamide(surakxa,tukami)125gm per acre",en
disease damage in minumu,recommended to spray merger  400 grams per acre,en
yellow mosaic problem in blackgram crop,recommended to spray vector control (white fly) - acephate 300 gr/acre,en
fungal infestation in black gram,"recommended to spray captan(captaf, esso, captan) 500-600 grams per acre",en
black gram leaf eating pest,recommended to spray chloripyriphos 500 ml/acre,en
seed treatment in black gram,recommended to apply 2.5 grams thiram or capton per kg seed,en
white fly in black gram,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
black gran weed management,recommended to spray pendimethalin(stomp) 1-1.25 litre/acre,en
grothing in black gram,multi-k (13-0-45)1kg/acre in 200 lt water,en
black gram leaf spoy,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
black gram yellow mosaic virus,suggested to spray dimethoate or fipronil 2 ml per lit of water.,en
black gram flower cut worms,"recommended to spray triazophos (hostathion, titan, sutathion) 300 ml per acre",en
leaf spot in black gram,"recommended to spray mancozeb (dithane m-45, indofil m-45, manjet)  500-600 grams  per acre",en
suncking pest in black gram,recommended to spray chloripyriphos 500 ml/acre,en
sucking pest of black gram,recommended to spray  dimethoate (rogar) 400 ml / 200 liter water,en
powdery mildew damage in black gram,recommended to spray wettable sulphor 2 gram / liter water,en
whitefly effect in black gram,recommended to spray dimethoate(rogar   rogarin)  400ml/acre,en
"yellow mosaic
(pallaku tegulu) of black gram",spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly).,en
black gram varieties for yellow vein mosaic,recommended varieties are l.b.g 752,en
coenofora leaf spot,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
blackgram leaf spot,recommended to spray copper oxy chloride (blitox) 600 grams per acre,en
blackgram pod borer,recommended to spray chloripyriphos 500 ml/acre,en
leaf eating caterpillar  in black gram,recommended to spray chloripyriphos 500 ml/acre,en
black gram seed requirement( after paddy harvesting),black gram seed requirement ( after paddy harvesting): 16kgs / acre,en
bacterial wilt in black gram,recommended for 30 gr coppor oxy chloride and 1 gr streptocyclin  in 10 ltr of water,en
season for sowing for black gram,season for sowing  black gram december,en
white flies infestation in black gram,"recommended to spray acetamipride(pride, manik,vermit) 40 grams per acre",en
black gram yellow leaf,recommanded spray dimethoate 2ml/lit,en
pest attack in  black gram,recommended to spray   monocrotophos 400 ml / acre,en
helicoverpa damage  in  black gram,chloropyriphos 2 milli liter / liter water,en
new blackgram varieties,"recommended varieties of blackgram - lbg 787, pu 31 and tbg 104",en
pod borer problemin chilli crop,recommended to spray chloropyriphos 500 ml/acre,en
sucking pests in black gram,recommended to fipronil(regent)400 ml/acre  in 200 liter water,en
black gram virus damage,remove effected plants & spray acephate 1.5 gram / liter water,en
black gram flowering & growthing,apply multi-k 1 kg per 200 litres ofv water/acre.,en
leaf eating caterpiller of blackgram,spray spinosad 75 ml/acre sprinter  tracer200 l water,en
black gram ymv damage,remove effected plants & spray acephate 1.5 gram / liter water,en
growthing in black gram,multi-k (13-0-45)1kg/acre in 200 lt water,en
wilt of  black gram,advised to drench the plant base with coc 3 g per lit of water,en
black gram best variety,"recommended to variety l.b.g-752,20,623,pu-31",en
weed control of greengram,"recommended to spray imazitapyr ( weedblock, pursuit, )300- 400 ml per acre",en
down ward curling in black gram,"recommended to spray dicofal(kelthane, mite, hillfol) 1000 ml per acre",en
ymv damage  in black gram,remove effected plants & spray acephate  1.5 gram / liter water,en
black garm helicoverpa,recommended to spray chloripyriphos 500 ml/acre,en
need information on subsidy,please consult your mao,en
crop growth of black gram,spray multi k 13-0-45 1kg/per 200 l water acer,en
herbicides in black gram,recommended to spray phenoxy  prop-p-ethyl (whip super ) 200 ml acre,en
black gram yellow vein mosaic,spray monocrotophos @ 1.6ml/l or acephate @ 1.5g/l or triazophos @ 2ml/l of water to control the vector (whitefly).,en
black gram yellowing of leaf,recommended to spray   monocrotophos 400 ml / acre,en
black gram  ymv damage,remove  effected  plants &   spray acephate 1.5 gram / liter water,en
black gram of tobacco caterpiller,recommended to spray   monocrotophos 400 ml /200 l water  acre,en
yellow mosaic disease in blackgram crop,recommended to spray for vector (white fly)conttrol: acephate 300 gr/acre,en
black gram white fly damage,recommended to spray  acephate 1.5 gram / liter water,en
virus  damage in black gram,sprey rec. dosage of neem oil.,en
