QueryText,KccAns,Language
tikka in groundnut ,"recommended to spray propiconazole  (tilt)  200 ml / 200 litres of water /acre  
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray carbendazim   (bavistin) 200  grams/  200 litres of water /acre   
కార్బెండజిం  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
tikka leaf spot and leaf folder in ground nut management,"recommended to spray (hexaconazole+zineb) (avtar) 500 grams / 150 litres of water /acre  
  ( హెక్సాకొనజోల్   + జినెబ్)  500 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
",te
downey mildew management ,"recommended to spray metalaxyl   (ridomil) 200 grams / 200 litres of water /acre   
మెటలాక్సిల్  మే  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray mancozeb  (m-45) 600 grams / 200 litres of water / acre   
కలిమాంకోజెబ్ 600   గ్రాములు   /200 లీటర్ల నీటికి చొప్పున పి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
tobacco bollworm in groundnut," recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
",te
groundnut  tikka leaf spot management ,"( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
",te
tikka leaf spot in groundnut management ,"recommended to spray chlorothalonil (kavach) 400 grams / acre  
 క్లోరోతలోనిల్  400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ",te
groundnut sucking pest management ,"   థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
 అసిటామిప్రైడ్  +ఫిప్రోనిల్ 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
",te
borer management in ground nut,"recommended to spray dichlorvos  (nuvon) 250 ml / 200 litres of water /  acre    
డైక్లోరోవాస్ 250  మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray spinosad  (tracer)60ml/200 litres of water / acre 
స్పైనోసాడ్  60  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
",te
leaf eating caterpillar management in ground nut ,recommended to spray emamectin benzoate (proclaim) 90 grams /150 litres of water / acre ఎమామెక్టిన్ బెంజోయేట్ 90 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి,te
use of sulphur and tebuconazole in tomato,ఈ కాంబినేషన్ లో వున్నా మందు తెగుళ్లకు సంబందించినవి.,te
rust in ground nut ,"recommended to spray metalaxyl   (ridomil) 200 grams / 200 litres of water /acre   
మెటలాక్సిల్  మే  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి ",te
groundnut tikka  leaf spot management ,"పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి క లిపి ఎకరాకు పిచికారీ చేయండి 
",te
groundnut post emergence  weed management ,"క్విజలోఫాప్-పి -ఇథైల్ 400  మిల్లి లీటర్లు (టర్గా సూపర్)/200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
 ప్రోపక్విజఫాప్(అజిల్ ) 250 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	  
ఇమాజితాపైర్ ( పర్ సూట్  ) 300-400 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	
",te
leaf miner  and pod borer in groundnut ,"recommended to spray monocrotophos (nuvacron) 400 ml /200 litres of water /acre మోనోక్రోటోపాస్  400  మిల్లి లీటర్లు  /ఒక ఎకరాకు పిచికారి చేయాలి
",te
"black leaf spot in groundnut
","recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre ( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
",te
root rot management in groundnut?,కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి.,te
tikka leaf spot in ground nut recommended,"recommended to spray propiconazole  (tilt)  200 ml / 200 litres of water /acre  
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray carbendazim   (bavistin) 200  grams/  200 litres of water /acre   
కార్బెండజిం  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
tikka leafs spot management ,"recommended to spray  benomyl  (benlet) 200  grams / 200 litres of water /acre 
 బెనొమిల్  200 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల 
 ",te
nutrient management in ground nut ,"recommended to spray npk 19-19-19 mixture  5 grams/1 litre of water npk 19-19-19 mixture  @ 5 గ్రాములు లీటరు నీటికి లలిపి  పిచికారీ చేయండి 
recommended to spray tebuconazole   (folicur) 400 grams /200 litres of water / acre   
టెబ్యుకొనజోల్   400గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray   tebuconazole + trifloxystrobin (nativo)160 grams /200 litres of water /acre      
టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
tikka spot in ground nut recommended ,"--recommended to spray propiconazole  (tilt)  200 ml / 200 litres of water /acre  
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray   tebuconazole + trifloxystrobin (nativo)160 grams /200 litres of water /acre      
టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి 
",te
groundnut tikka late leaf spot management ,"అగ్రోమింమ్యాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి        recommended to spray borax 3 grams/1 liter of water
                                                       
",te
tikka leaf spot and leaf folder  in groundnut,"recommended to spray  hexaconazole  (contaf) 300-400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
fruit rot management in groundnut,"టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
caterpillars management in groundnut,"కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
",te
tobacco cater filler in groundnut,recommended to spray emamectin benzoate (proclaim) 90 grams /150 litres of water / acre ఎమామెక్టిన్ బెంజోయేట్ 90 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి,te
stem borer in ground nut ,"recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
sucking pest  management ,"recommended to spray  fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
white flies in groundnut recommended  ,"recommended to spray acetamiprid(pride)   40 grams  /200 litres of water /acre 
అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
powdery mildew in groundnut ,మీ ప్రాతం లో పొడి వాతావరణం ఉంది ,te
 chlorantraniliprole (coragin)  dosage ,"--recommended to spray chlorantraniliprole (coragin) 60 ml/150 liters of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
",te
shoot borer management in groundnut ," recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
",te
jassids in ground ,"recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
sucking pest in groundnut ,"recommended to spray monocrotophos (nuvacron) 320 ml /200 litres of water /acre 
మోనోక్రోటోపాస్  320 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
leaf roller in groundnut," recommended to spray  chlorpyrifos  (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
rat control in ground nut filed,"recommended to drench copper oxy chloride  (blitox )3 grams / 1 litre of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
",te
groumd nut late tikka management,"recorecommended to spray propiconazole  (tilt)  200 ml / 200 litres of water /acre  
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
sucking pest in sesame ,"recommended to spray  fipronil  400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
groundnut tikka leaf spot management ,"ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
tikka leaf spots management in ground nut ,  ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ,te
nutrient management in groundnut ,"అగ్రోమింమ్యాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి                                                               
",te
groundnut fertilizer management ,"--groundnut	basal dose: 2 bags ssp, 18kg urea, 33kg mop , 30days: 9kg urea         30 రోజులకు 9 కిలోలు యూరియా    gypsum 200 kg per acre    ఎకరాకు 200 కిలోలు జిప్సం 
",te
groundnut pod rot(root rot ) management ,"recommended to drench copper oxychloride  3 grams / 1 liter of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
",te
application of calcium sulphate (uses ,"groundnut	basal dose: 2 bags ssp, 18kg urea, 33kg mop , 30days: 9kg urea         30 రోజులకు 9 కిలోలు యూరియా    gypsum 200 kg per acre    ఎకరాకు 200 కిలోలు జిప్సం 
",te
white fly in grounut,"recommended to  fipronil 40 gm /200 litres of water / acre   
ఫిప్రోనిల్  40 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
root rot in groundnut management ,"recommended to drench copper oxy chloride  3 grams / 1 litre of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
recommended to spray metalaxyl   (ridomil) 200 grams / 200 litres of water /acre   
మెటలాక్సిల్  మే  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
zn deficiency in ground nut ,"recommended agrominmax 500 gm /1 acre/ 200 liter of water
recommended to spray zinc sulphate 2 gram /1 liter of water. జింక్ సల్ఫేట్  2 గ్రాములు  / లీటర్ నీటిలో కలిపి పిచికారీ చేయాలి 
",te
tikka in groundnut recommended  ,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray tebuconazole   (folicur) 400 grams /200 litres of water / acre   
టెబ్యుకొనజోల్   400గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
sucking pest management in groundnut ?,"recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి ",te
powder mildew of groundnut management,"recommended to spray dinocap  (karathane) 200 ml /200 litres of water / acre   
డైనోక్యాప్ 200  మిల్లి లీటర్లు  /200 లీటర్ల నీటికి చొప్పున కలిపి  ఎకరాకు పిచికారి చేయాలి
recommended to spray  water soluble sulphur 600 grams/200 litres of water / acre 
  నీటిలో కరిగే గంధకం పొడి    600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
tobacco cater filler management ,"recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
root rot in groundnut  management,"recommended to drench copper oxy chloride  3 grams / 1 litre of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
",te
groundnut tikka  leaf spot management,"హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
suckingpest management in groundnut?,"recommended to spray imidacloprid (confidor) 0.5 ml / 1 litres of water.       ఇమిడాక్లోప్రిడ్  0.5 మిల్లి లీటర్లు / 1 లీటర్ల నీటికి చొప్పున కలిపి  పిచికారి చేయాలి. 
",te
borer management  in groundnut,"థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
"borers management in groundnut ?
","recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
",te
root rot management?,recommended to drench copper oxychloride  (blitox) 3 grams / 1 litre of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి ,te
tobacco leaf caterpillar management,"recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
tikka leaf spot in groundnut management,"recommended to spray chlorothalonil 400 grams / acre  
 క్లోరోతలోనిల్  400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
thikka disease in groundnut ,"థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
"groundnut tikka leaf spot management
","హెక్సాకొనజోల్ 400 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి ప్రొపికొనజోల్ 200 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి క్లోరోతలోనిల్ 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
",te
leaf spot in groundnut management,"recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
