QueryText,KccAns,Language
chilli mite management ,"అగ్రోమింమ్యాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి                                                               
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి క లిపి ఎకరాకు పిచికారీ చేయండి 
",te
"sucking pest management 
","recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray ambition 250 ml/acre ",te
thrips in chilli management,"recommended to spray dicofol (celthane) 1 litre  /200 litres of water /acre  
 డైకోపాల్ 1 లీటర్ / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray  propargite   (omite/simba) 200 ml /200 litres of water / acre  
ప్రాపర్గైట్  200  మిల్లి లీటర్లు  /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
fruit borer management in chill," recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
",te
hexaconazol use in chilli crop,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి

recommended to spray potassium nitrate 13-0-45 @ 5 grams/1 liter of water/ acre 
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి లలిపి ఎకరాకు పిచికారీ చేయండి ",te
chilli fruit rot ,"--recommended to spray (hexaconazole+zineb) (avtar) 500 grams / 150 litres of water /acre  
  ( హెక్సాకొనజోల్   + జినెబ్)  500 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
upward and downward curling   management in chillies ?,"recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
",te
borer management in chiilli,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
",te
blac leaf spot in chilli,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
",te
sucking pest in chill,"recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
",te
fruit borer in chili ,డైఫెనకోనజోల్   1 00 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపిఎకరాకు పిచికారి చేయాలి,te
chilli fruit rot& and dieback management ,మిరప లో తేజ అనేది రకం ఉంటుంది  రకాన్ని బట్టి కయ పొడువు రంగు అనేది ఉంటుంది చెట్టు పొడవు పెరుగుంది అంటున్నారు దానిని తగ్గించే మందు అనేది ఏమి ఉండదు పైన కొంచం తుంచితే పక్కన కొమ్మలు అనేవి ఎక్కువ వస్తాయి ,te
bacterial fruit rot management in chilli,"టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ nativo 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి ,
స్టెఫ్టోసైక్లిన్ 20  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి.

",te
nutrient management in chilli ,"recommended to spray azoxystrobin+tebuconazole(custodia) 240 ml/200 litres of water / acre  
 అజాక్సిస్త్రోబిన్ +టెబ్యుకొనజోల్  240 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
chilli upward &down ward curling management,"recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
",te
bacterial rot management in chilli,"అజాక్సిస్త్రోబిన్ +టెబ్యుకొనజోల్ custodia 240 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి,
స్టెఫ్టోసైక్లిన్ 20  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
thrips and mite in chilli recommended ,"recommended to spray chlorofenpyr  (interprid) 300 ml /200 litres of water / acre 
  క్లొఫెనఫైర్  300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
recommended to spray phosalone (zolone)  400 ml / 200 litres of water /acre  
 ఫాసలోన్ 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
tobacco boll worm and helicoverpa armigera in chilli ," recommended to spray  ( chlorantraniliprole + lambda-cyhalothrin )(ampligo) 100 ml / acre   అంప్లీగో ( క్లోరాంత్రనిలిప్రోల్  + లాంబ్డా సైహలోత్రిన్  )  100 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray flonicamid (ulala) 75 grams /200 litres of water / acre  
 ఫ్లూనికామిడ్ 75 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి ",te
thrips management in chilli?,"మిరపలో ఫైముడత కొరకు  ఫిప్రోనిల్ (రీజెంట్) అనే మందును 400  మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి. 
",te
chilli  gram caterpillar management  ," అజాక్సిస్త్రోబిన్ +టెబ్యుకొనజోల్  240 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray   metiram+pyraclostrobin(cabrio top) grams /200 litres of water /acre    
మెటిరామ్ + ఫైరక్లాస్ట్రోబిన్   600 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
thrips in chili recommended,"
recommended to  fipronil 400ml /200 litres of water / acre   
ఫిప్రోనిల్  400ml   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray spinosad  60ml/200 litres of water / acre 
స్పైనోసాడ్  60  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
",te
fruit rot and die back management ,"recommended to spray azoxystrobin+tebuconazole(custodia) 240 ml/200 litres of water / acre  
 అజాక్సిస్త్రోబిన్ +టెబ్యుకొనజోల్  240 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
"fertilizers management in chillies
","10t of fym,60-40-50 kgనత్రజని,భాస్వరం, పోటాష్ ఈచు ఏరేవులను వేసుకోవాలి













",te
leaf spot in chilli recommended ,"recommended to spray npk 19-19-19 mixture  5 grams/1 litre of water 
recommended to spray agrominimax 3 grams /1 liter of water 
 అగ్రోమిం మాక్స్ @౩గ్రాములు ఒక లీటర్ నీటికి.
అగ్రోమింమ్యాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి                                                               
",te
sucking pest management  in chilli,"recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
chilli fruit &die back management ,"టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
mites in chilli recommended ," recommended to spray  spiromesifen  (oberon) 200 ml/200 litres of water /acre స్పైరోమైసిఫెన్ 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
recommended to spray wettable sulphur  (thiovit) 600 grams/200 litres of water / acre 
 నీటిలో కరిగే గంధకం పొడి    600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
fruit rot in chilli recommended ,"recommended to spraazoxystrobin+tebuconazole(custodia) 240 ml/200 litres of water / acre  
 అజాక్సిస్త్రోబిన్ +టెబ్యుకొనజోల్  240 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలిrecommended to spray   tebuconazole + trifloxystrobin (nativo)160 grams /200 litres of water /acre      
టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

",te
fruit borer in chilli   ," recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
",te
"chilli sucking pest management
","recommended to spray  fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
chilli up ward curling downward curling management ,"డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
",te
fruit rot in chilli recommended,"recommended to spray   tebuconazole + trifloxystrobin (nativo)160 grams /200 litres of water /acre      
టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray   metiram+pyraclostrobin(cabrio top) 600 grams /200 litres of water /acre    
మెటిరామ్ + ఫైరక్లాస్ట్రోబిన్   600 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
suckin pest in chilli,"recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
",te
virus disease management ,"recommended to spray  fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray imidacloprid (confidor) 60 ml /150 litres of water / acre       ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
borer  management in chillies,"recommended to spray cartap hydrochloride (padan) 400 grams/ 200 litres of water / acre 
కార్టాప్ హైడ్రోక్లోరైడ్ 400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
",te
sucking pest management in chilli ,"recommended spray chlorofenpyr  (interprid) 300 ml /200 litres of water / acre 
  క్లొఫెనఫైర్  300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
 ",te
root grub management ,"recommended to apply carbofuran 3 g  granules  8-10 kg /acre  
కార్బోఫురాన్ 3 జి గుళికలు 10  కిలోలు  / ఒక ఎకరాకు వేసుకోవాలి 
 recommended to apply  phorate  10g granules  5 kg per acre   
ఫోరేట్ 10 జి గుళికలు  5 కిలోలు / ఒక ఎకరాకు వేసుకోవాలి 
",te
aphids in chillies,"recommended to spray acephate (startheen) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
"harmone foliar application, ","recommended to spray   tebuconazole + trifloxystrobin (nativo)160 grams /200 litres of water /acre      
టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
fruit rot or die back in chilli,"recommended to spray  difenoconazole  (score)  100 ml /200 litres of water /acre   
డైఫెనకోనజోల్   100 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపిఎకరాకు పిచికారి చేయాలి                                                                                                                                                                                                           
",te
  leaf spot in chilli,"recommended to spray   tebuconazole + trifloxystrobin (nativo)160 grams /200 litres of water /acre      
టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి recommended to spray azoxystrobin  (amister) 150 ml /200 litres of water /acre 
అజాక్సిస్త్రోబిన్ 150 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి

",te
thrips in chilli ,"recommended to spray  acetamiprid + fipronil(tiphon) 400 ml / 200 litres of water /acre 
 అసిటామిప్రైడ్  +ఫిప్రోనిల్ 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
",te
stem rot in chilli ,"recommended to spray azoxystrobin tebuconazole  (custodia) 250 ml /200 litres of water /acre 
అజాక్సిస్త్రోబిన్+టిబ్యుకొనజొల్ 250 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలిచేయాలి 
",te
cercospora leaf spot in chilli ,"recommended to spray potassium nitrate 13-0-45 @ 5 grams/1 liter of water/ acre 
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి లలిపి  పిచికారీ చేయండి 
recommended to spray (hexaconazole+zineb) (avtar) 500 grams / 150 litres of water /acre  
  ( హెక్సాకొనజోల్   + జినెబ్)  500 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
whitefly management in chillies,recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ,te
damping off in chilli recommended ,"కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
",te
 blossom midge management ,"recommended to spray flubendiamide + thiacloprid (belt expert) 80 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్+  థయోక్లోప్రిడ్  80 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
",te
leaf blight management sucking pest management,"recommended to spray (hexaconazole+zineb) (avtar) 500 grams / 150 litres of water /acre  
  ( హెక్సాకొనజోల్   + జినెబ్)  500 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 

",te
blossom midge management in chilli," కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
",te
mites in chilli recommended,"recommended to spray  ethion  (phosmit) 300 ml /200 litres of water /acre  
ఇథియాన్ 300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
chilli fusarium wilt:management,"use of wilt resistant varieties recommended to drench copper oxychloride  3 grams / 1 liter of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
.",te
fruit borer management in chilli?,"డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి. 
",te
whitefly management in chilli?,"డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి. 
",te
chilli fruit rot dieback management,"కాపర్ ఆక్సీక్లోరైడ్   600  గ్రాములు + స్టెఫ్టోసైక్లిన్ 20  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
",te
bacterial wilt management,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
చేయాలిహెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి 
",te
cercospora leaf spot ,"recommended to spray chlorothalonil (kavach) 400 grams / acre  
 క్లోరోతలోనిల్  400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
",te
